N_Contact;Date;Agent_ID;Durée_Traitement_Sec;Status;Note_Satisfaction_Client;Montant Facture;Canal;Sujet;Appel traité;Appel repris;Conforme;NPS;Réclamation
CNT-71322;27/01/2023;AG007;235;Résolu;3;25,44;Chat;Déménagement;Oui;Non;Oui;10;Non
CNT-71323;03/10/2023;AG006;352;En Attente;5;25,62;Réseaux Sociaux;Déménagement;Oui;Non;Oui;8;Non
CNT-71324;06/02/2023;AG005;220;Résolu;5;;Téléphone;Facturation;Oui;Non;Oui;9;Oui
CNT-71325;05/03/2023;AG004;171;Non Résolu;;22,09;Téléphone;Réclamation;Non;Non;Non Renseigné;;Non
CNT-71326;23/11/2023;AG009;222;Résolu;4;14,07;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;;Non
CNT-71327;17/05/2023;AG006;346;Résolu;2;35,47;Chat;Relevé compteur;Oui;Non;Oui;;Non
CNT-71328;20/11/2023;AG008;264;Non Résolu;1;18,83;Réseaux Sociaux;Souscription contrat;;Non;Oui;;Non
CNT-71329;29/03/2023;AG003;127;Non Résolu;4;47,23;Téléphone;Réclamation;Oui;Non;Non Renseigné;;Non
CNT-71330;12/03/2023;AG009;173;En Attente;3;18,93;Téléphone;Résiliation;Non;Non;Non;9;Non
CNT-71331;24/10/2023;AG006;94;Résolu;;45,52;Téléphone;Facturation;Oui;Non;Non;10;Non
CNT-71332;11/07/2023;AG005;244;Non Résolu;5;35,92;Réseaux Sociaux;Déménagement;Oui;Non;Oui;;Non
CNT-71333;06/05/2023;AG003;340;Résolu;;15,79;Réseaux Sociaux;Panne compteur;Oui;Non;Non Renseigné;9;Non
CNT-71334;05/09/2023;AG006;458;En Attente;;24,8;Téléphone;Relevé compteur;Oui;Non;Oui;;Oui
CNT-71335;01/11/2023;AG007;161;Non Résolu;2;23,66;Réseaux Sociaux;Déménagement;Oui;Non;Non Renseigné;8;Non
CNT-71336;17/08/2023;AG003;298;Non Résolu;5;20,04;Téléphone;Changement d'offre;Oui;Non;Oui;;Non
CNT-71337;29/05/2023;AG003;434;Non Résolu;2;49,97;Téléphone;Demande d'information;Non;Non;Oui;1;Non
CNT-71338;09/10/2023;AG003;430;Résolu;5;36,98;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-71339;26/02/2023;AG004;344;Non Résolu;4;43,66;Réseaux Sociaux;Panne compteur;Oui;Non;Non;7;Non
CNT-71340;21/04/2023;AG004;332;Résolu;5;37,1;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;;Non
CNT-71341;03/02/2023;AG009;;Résolu;4;25,95;Téléphone;Déménagement;Oui;Non;Non;10;Non
CNT-71342;02/09/2023;AG009;393;Non Résolu;3;39,39;Téléphone;Souscription contrat;Non;Non;Non;;Non
CNT-71343;16/05/2023;AG009;182;Résolu;5;33,89;Chat;Déménagement;Oui;Non;Oui;7;Non
CNT-71344;25/12/2023;AG003;301;En Attente;5;31,63;Email;Relevé compteur;Oui;Oui;Oui;7;Non
CNT-71345;12/09/2023;AG003;239;Non Résolu;3;41,41;Chat;Panne compteur;Oui;Non;Oui;9;Non
CNT-71346;10/11/2023;AG001;197;Résolu;4;44,86;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-71347;06/10/2023;AG007;144;Résolu;4;11,05;Email;Changement d'offre;Oui;Non;Oui;;Oui
CNT-71348;16/04/2023;AG007;;Résolu;5;39,8;Réseaux Sociaux;Souscription contrat;Non;Non;Oui;5;Non
CNT-71349;17/12/2023;AG008;457;Résolu;;;Réseaux Sociaux;Relevé compteur;Non;Non;Non Renseigné;;Non
CNT-71350;12/04/2023;AG005;167;Résolu;5;46,97;Réseaux Sociaux;Réclamation;Oui;Non;Oui;9;Oui
CNT-71351;20/12/2023;AG007;188;En Attente;4;;Téléphone;Changement d'offre;Oui;Oui;Oui;3;Non
CNT-71352;11/05/2023;AG006;167;Non Résolu;4;16,91;Chat;Demande d'information;Oui;Non;Non;;Non
CNT-71353;19/03/2023;AG006;276;Non Résolu;4;49,95;Téléphone;Relevé compteur;Oui;Non;Oui;8;Non
CNT-71354;06/08/2023;AG004;304;Résolu;5;26,23;Chat;Litige paiement;Oui;Non;Oui;;Non
CNT-71355;30/01/2023;AG008;;Non Résolu;2;45,31;Téléphone;Changement d'offre;Oui;Non;Oui;8;Non
CNT-71356;12/02/2023;AG002;315;Résolu;;9,44;Téléphone;Facturation;Oui;Oui;Non;9;Non
CNT-71357;20/10/2023;AG006;405;Non Résolu;4;45,07;Téléphone;Résiliation;Oui;Non;Oui;10;Non
CNT-71358;01/06/2023;AG001;333;Non Résolu;4;29,32;Téléphone;Facturation;Oui;Non;Oui;3;Oui
CNT-71359;23/10/2023;AG009;250;Résolu;5;37,46;Téléphone;Réclamation;Oui;Non;Non;4;Non
CNT-71360;26/01/2023;AG009;269;Résolu;5;22,86;Email;Déménagement;Non;Non;Oui;9;Non
CNT-71361;06/06/2023;AG009;243;Résolu;4;23,41;Réseaux Sociaux;Réclamation;Oui;Non;Oui;;Non
CNT-71362;27/03/2023;AG001;204;Résolu;5;45,57;Téléphone;Réclamation;Non;Oui;Oui;;Non
CNT-71363;22/04/2023;AG007;158;Non Résolu;4;24,1;Chat;Déménagement;Oui;Oui;Non;;Non
CNT-71364;26/11/2023;AG001;219;Non Résolu;4;33,24;Réseaux Sociaux;Panne compteur;Non;Non;Oui;;Non
CNT-71365;01/09/2023;AG009;281;En Attente;2;28,76;Email;Réclamation;Oui;Non;Oui;5;Non
CNT-71366;10/06/2023;AG009;410;En Attente;5;16,91;Téléphone;Demande d'information;Oui;Non;Oui;9;Non
CNT-71367;28/07/2023;AG007;235;Résolu;3;32,06;Email;Résiliation;Non;Non;Non Renseigné;4;Non
CNT-71368;29/11/2023;AG004;238;Non Résolu;;;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-71369;16/08/2023;AG005;199;Non Résolu;5;18,26;Téléphone;Souscription contrat;Non;Non;Oui;2;Non
CNT-71370;06/10/2023;AG004;251;Non Résolu;;39,79;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;2;Non
CNT-71371;17/02/2023;AG004;441;En Attente;;30,13;Téléphone;Panne compteur;Oui;Non;Oui;;Non
CNT-71372;22/10/2023;AG003;282;Résolu;5;43,16;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-71373;06/05/2023;AG002;221;Non Résolu;4;46,04;Chat;Panne compteur;Oui;Non;Non Renseigné;;Non
CNT-71374;26/01/2023;AG003;413;Résolu;2;39,83;Email;Réclamation;Non;Non;Oui;;Non
CNT-71375;12/01/2023;AG006;303;Résolu;;;Chat;Réclamation;yes;Non;Oui;9;Non
CNT-71376;29/12/2023;AG007;232;Résolu;2;11,91;Téléphone;Relevé compteur;;Non;Non;8;Non
CNT-71377;07/05/2023;AG001;231;Résolu;4;22,12;Réseaux Sociaux;Litige paiement;Oui;Oui;Oui;7;Non
CNT-71378;24/04/2023;AG005;270;Résolu;5;26,67;Chat;Litige paiement;Oui;Non;Oui;8;Non
CNT-71379;19/11/2023;AG007;259;En Attente;2;38,78;Téléphone;Réclamation;yes;Non;Non Renseigné;;Non
CNT-71380;17/06/2023;AG004;161;Non Résolu;2;11,4;Téléphone;Déménagement;Non;Non;Oui;4;Non
CNT-71381;23/06/2023;AG003;324;En Attente;2;31,39;Chat;Facturation;Oui;Non;Oui;4;Non
CNT-71382;06/03/2023;AG004;338;En Attente;3;24,66;Chat;Réclamation;Non;Non;Oui;3;Non
CNT-71383;28/02/2023;AG003;232;En Attente;;37,27;Réseaux Sociaux;Résiliation;Oui;Non;Oui;;Non
CNT-71384;24/10/2023;AG004;201;En Attente;3;12,21;Email;Facturation;Oui;Non;Oui;5;Oui
CNT-71385;04/12/2023;AG006;272;Non Résolu;4;9,85;Email;Résiliation;Oui;Non;Oui;5;Non
CNT-71386;30/01/2023;AG005;395;Résolu;4;16,08;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-71387;23/04/2023;AG005;188;Résolu;4;33,84;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;;Non
CNT-71388;07/02/2023;AG006;351;Résolu;4;41,73;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;8;Non
CNT-71389;05/08/2023;AG007;194;En Attente;4;40,79;Téléphone;Déménagement;Oui;Non;Oui;1;Non
CNT-71390;18/07/2023;AG002;78;Résolu;5;42,19;Email;Résiliation;Oui;Non;Oui;7;Non
CNT-71391;04/04/2023;AG009;280;En Attente;5;16,63;Chat;Demande d'information;Oui;Non;Oui;10;Non
CNT-71392;24/11/2023;AG009;172;En Attente;5;36,64;Téléphone;Litige paiement;Oui;Non;Oui;6;Non
CNT-71393;22/04/2023;AG007;201;En Attente;3;37,14;Email;Déménagement;Oui;Non;Non Renseigné;8;Non
CNT-71394;20/02/2023;AG005;160;En Attente;5;;Chat;Litige paiement;Oui;Non;Oui;6;Non
CNT-71395;04/12/2023;AG004;439;Résolu;5;13,11;Email;Souscription contrat;Oui;Non;Oui;9;Non
CNT-71396;20/06/2023;AG009;261;Non Résolu;4;25,69;Email;Résiliation;Oui;Non;Oui;6;Non
CNT-71397;22/11/2023;AG003;348;En Attente;;33,14;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;9;Non
CNT-71398;03/03/2023;AG008;228;Non Résolu;3;25,63;Téléphone;Déménagement;Oui;Oui;Oui;9;Non
CNT-71399;07/05/2023;AG001;233;Non Résolu;4;18,32;Téléphone;Litige paiement;yes;Oui;Oui;;Non
CNT-71400;23/01/2023;AG008;302;Non Résolu;4;30,76;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
CNT-71401;22/07/2023;AG009;232;Résolu;4;28,82;Réseaux Sociaux;Litige paiement;Non;Non;Oui;7;Non
CNT-71402;11/06/2023;AG003;286;Résolu;3;13,6;Chat;Changement d'offre;Oui;Non;Oui;9;Non
CNT-71403;19/03/2023;AG003;271;Résolu;5;43,17;Email;Litige paiement;Oui;Non;Oui;;Non
CNT-71404;25/09/2023;AG006;150;En Attente;3;21,18;Chat;Litige paiement;Non;Non;Non Renseigné;7;Non
CNT-71405;06/06/2023;AG004;286;Résolu;5;28,78;Téléphone;Changement d'offre;Oui;Non;Oui;8;Non
CNT-71406;13/09/2023;AG007;152;Non Résolu;5;30,93;Téléphone;Résiliation;;Non;Oui;;Non
CNT-71407;27/10/2023;AG005;339;En Attente;5;37,07;Email;Réclamation;Non;Non;Oui;8;Non
CNT-71408;07/09/2023;AG007;370;Non Résolu;2;;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;;Non
CNT-71409;08/03/2023;AG003;244;Non Résolu;1;44,65;Email;Demande d'information;Oui;Non;Oui;2;Non
CNT-71410;21/05/2023;AG003;306;Résolu;4;12,1;Email;Résiliation;Oui;Oui;Oui;;Non
CNT-71411;12/02/2023;AG002;257;Résolu;4;9,14;Téléphone;Changement d'offre;Oui;Non;Oui;;Non
CNT-71412;24/03/2023;AG005;399;Non Résolu;2;34,8;Email;Déménagement;Oui;Non;Non Renseigné;2;Non
CNT-71413;03/10/2023;AG005;95;Résolu;3;28,53;Email;Demande d'information;Non;Non;Oui;7;Non
CNT-71414;14/04/2023;AG008;255;Résolu;3;43,94;Téléphone;Demande d'information;Oui;Non;Non Renseigné;;Non
CNT-71415;25/06/2023;AG006;254;Non Résolu;4;44,58;Email;Réclamation;Oui;Non;Oui;8;Oui
CNT-71416;16/05/2023;AG005;377;En Attente;1;33,5;Téléphone;Facturation;Non;Oui;Oui;8;Non
CNT-71417;30/07/2023;AG001;384;Non Résolu;5;17,32;Email;Relevé compteur;Oui;Non;Oui;;Non
CNT-71418;18/08/2023;AG009;435;Non Résolu;4;31,03;Réseaux Sociaux;Réclamation;Oui;Non;Non;4;Non
CNT-71419;06/03/2023;AG009;195;Résolu;4;9,76;Email;Panne compteur;Oui;Oui;Oui;8;Non
CNT-71420;29/09/2023;AG004;329;Non Résolu;5;46,85;Email;Facturation;Oui;Oui;Oui;8;Non
CNT-71421;20/12/2023;AG005;117;Non Résolu;5;12,94;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-71422;28/06/2023;AG004;;Non Résolu;4;25,82;Chat;Changement d'offre;Oui;Non;Oui;;Oui
CNT-71423;05/09/2023;AG003;281;Résolu;3;43,26;Chat;Panne compteur;Oui;Non;Oui;;Non
CNT-71424;17/07/2023;AG005;;Résolu;4;11,7;Email;Demande d'information;Oui;Non;Non;;Non
CNT-71425;25/05/2023;AG002;243;Résolu;;;Email;Réclamation;Oui;Non;Oui;8;Non
CNT-71426;20/08/2023;AG002;249;Résolu;5;38,45;Téléphone;Déménagement;Non;Non;Oui;;Non
CNT-71427;19/12/2023;AG005;208;En Attente;4;17,35;Email;Résiliation;Oui;Non;Non Renseigné;6;Non
CNT-71428;12/03/2023;AG003;395;Résolu;;19,46;Téléphone;Résiliation;Oui;Oui;Non;8;Non
CNT-71429;23/02/2023;AG003;366;En Attente;;;Réseaux Sociaux;Panne compteur;Oui;Non;Non Renseigné;6;Non
CNT-71430;02/12/2023;AG005;423;Résolu;;28,13;Email;Demande d'information;Oui;Non;Oui;7;Non
CNT-71431;16/11/2023;AG002;348;En Attente;4;22,81;Chat;Résiliation;Oui;Non;Oui;6;Non
CNT-71432;08/08/2023;AG002;283;Résolu;4;26,5;Chat;Relevé compteur;Oui;Non;Oui;10;Non
CNT-71433;27/09/2023;AG001;265;Non Résolu;3;25,06;Téléphone;Souscription contrat;yes;Non;Oui;;Non
CNT-71434;23/09/2023;AG005;179;En Attente;3;31,68;Téléphone;Relevé compteur;Oui;Non;Non Renseigné;;Non
CNT-71435;29/07/2023;AG008;253;En Attente;3;22,48;Chat;Réclamation;Oui;Oui;Oui;;Non
CNT-71436;09/11/2023;AG008;250;Résolu;;9,14;Email;Demande d'information;Oui;Non;Oui;3;Non
CNT-71437;18/01/2023;AG009;;Résolu;4;25,47;Email;Relevé compteur;Oui;Non;Oui;9;Non
CNT-71438;22/10/2023;AG003;279;En Attente;5;20,4;Chat;Demande d'information;Oui;Non;Oui;;Non
CNT-71439;06/08/2023;AG004;115;Résolu;3;29,24;Téléphone;Déménagement;Oui;Non;Oui;5;Non
CNT-71440;08/05/2023;AG008;94;En Attente;5;37,72;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;;Non
CNT-71441;24/07/2023;AG004;214;Résolu;4;14,19;Chat;Souscription contrat;Non;Non;Oui;;Non
CNT-71442;17/03/2023;AG009;258;En Attente;5;28,18;Téléphone;Résiliation;Oui;Non;Oui;9;Non
CNT-71443;28/03/2023;AG008;470;Non Résolu;;29,39;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-71444;28/08/2023;AG007;56;Résolu;3;29,49;Téléphone;Changement d'offre;Oui;Non;Oui;4;Non
CNT-71445;16/10/2023;AG006;140;Résolu;5;30,67;Email;Relevé compteur;Oui;Non;Oui;;Non
CNT-71446;27/03/2023;AG001;370;Résolu;4;24,48;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
CNT-71447;20/07/2023;AG003;360;Non Résolu;1;25,96;Réseaux Sociaux;Réclamation;Oui;Non;Oui;;Non
CNT-71448;30/09/2023;AG003;324;Non Résolu;5;27,59;Email;Souscription contrat;Oui;Non;Oui;5;Non
CNT-71449;08/04/2023;AG002;37;En Attente;;45,47;Téléphone;Litige paiement;Oui;Non;Non;7;Non
CNT-71450;05/09/2023;AG006;321;Résolu;5;38,07;Email;Réclamation;Oui;Non;Oui;6;Non
CNT-71451;04/06/2023;AG009;290;Résolu;5;48,81;Téléphone;Réclamation;Non;Non;Oui;4;Non
CNT-71452;05/12/2023;AG007;295;En Attente;5;15,48;Réseaux Sociaux;Panne compteur;Oui;Oui;Oui;10;Non
CNT-71453;11/10/2023;AG001;270;Non Résolu;4;11,15;Réseaux Sociaux;Litige paiement;Oui;Oui;Non Renseigné;;Non
CNT-71454;27/08/2023;AG004;288;Résolu;5;26,12;Téléphone;Réclamation;;Oui;Oui;;Non
CNT-71455;04/04/2023;AG004;264;Non Résolu;3;17,69;Téléphone;Panne compteur;Oui;Non;Non Renseigné;;Non
CNT-71456;13/03/2023;AG007;476;Non Résolu;4;21,92;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;;Oui
CNT-71457;17/09/2023;AG008;291;Résolu;5;38,31;Téléphone;Déménagement;Oui;Non;Oui;9;Non
CNT-71458;09/07/2023;AG003;159;En Attente;;24,23;Réseaux Sociaux;Résiliation;Oui;Non;Oui;8;Non
CNT-71459;25/07/2023;AG008;139;En Attente;2;25,18;Réseaux Sociaux;Résiliation;Oui;Non;Oui;4;Non
CNT-71460;11/01/2023;AG003;283;Résolu;4;23,98;Réseaux Sociaux;Résiliation;Oui;Non;Oui;7;Non
CNT-71461;04/06/2023;AG009;224;Non Résolu;;45,07;Téléphone;Déménagement;Oui;Non;Non;1;Non
CNT-71462;29/01/2023;AG008;19;Non Résolu;4;30,26;Chat;Réclamation;Oui;Non;Non Renseigné;8;Non
CNT-71463;17/12/2023;AG003;304;Résolu;4;22,31;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-71464;02/03/2023;AG004;182;En Attente;4;34,47;Email;Litige paiement;Oui;Non;Oui;7;Non
CNT-71465;27/10/2023;AG009;283;En Attente;5;20,29;Téléphone;Souscription contrat;Oui;Oui;Oui;;Non
CNT-71466;10/04/2023;AG004;263;Non Résolu;;32,72;Email;Souscription contrat;Oui;Non;Oui;8;Non
CNT-71467;20/04/2023;AG007;225;Résolu;4;26,49;Email;Déménagement;Oui;Non;Oui;8;Non
CNT-71468;16/10/2023;AG007;169;Non Résolu;3;29,95;Email;Panne compteur;Oui;Non;Oui;;Non
CNT-71469;02/12/2023;AG001;286;Non Résolu;3;29,39;Email;Demande d'information;;Non;Oui;8;Non
CNT-71470;30/03/2023;AG009;274;En Attente;;42,14;Chat;Résiliation;Oui;Non;Oui;3;Non
CNT-71471;08/08/2023;AG009;198;Résolu;5;;Email;Résiliation;Oui;Non;Oui;8;Non
CNT-71472;10/03/2023;AG001;182;Résolu;5;44,35;Téléphone;Changement d'offre;Oui;Non;Oui;6;Non
CNT-71473;01/05/2023;AG002;324;Résolu;4;23,04;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-71474;07/08/2023;AG009;512;Résolu;5;19,15;Téléphone;Demande d'information;Oui;Non;Oui;3;Non
CNT-71475;11/02/2023;AG007;224;Résolu;5;40,63;Email;Réclamation;Oui;Non;Oui;;Non
CNT-71476;03/01/2023;AG002;248;Résolu;5;33,94;Réseaux Sociaux;Facturation;Oui;Non;Oui;;Non
CNT-71477;30/11/2023;AG006;262;En Attente;;29,15;Téléphone;Réclamation;yes;Non;Oui;;Non
CNT-71478;16/04/2023;AG003;229;Résolu;3;31,18;Chat;Déménagement;Non;Non;Non Renseigné;8;Non
CNT-71479;30/07/2023;AG008;318;En Attente;5;21,98;Email;Relevé compteur;Oui;Oui;Oui;4;Non
CNT-71480;14/05/2023;AG005;374;Résolu;4;29,43;Téléphone;Réclamation;Oui;Non;Oui;5;Non
CNT-71481;08/05/2023;AG005;207;Non Résolu;5;25,26;Téléphone;Déménagement;yes;Non;Oui;;Non
CNT-71482;11/11/2023;AG009;261;Résolu;5;28,16;Chat;Réclamation;Oui;Non;Oui;6;Oui
CNT-71483;10/04/2023;AG004;332;Non Résolu;5;;Téléphone;Litige paiement;Non;Non;Non;6;Non
CNT-71484;06/06/2023;AG001;142;Résolu;2;22,32;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;8;Non
CNT-71485;25/09/2023;AG002;345;Résolu;5;47,21;Réseaux Sociaux;Résiliation;Oui;Non;Non Renseigné;;Non
CNT-71486;31/03/2023;AG009;355;Résolu;3;20,12;Téléphone;Panne compteur;Oui;Non;Oui;5;Non
CNT-71487;11/07/2023;AG009;312;En Attente;4;31,3;Téléphone;Demande d'information;Non;Non;Non;7;Non
CNT-71488;27/12/2023;AG008;263;Résolu;5;24,9;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;5;Non
CNT-71489;25/03/2023;AG001;135;Résolu;5;;Réseaux Sociaux;Panne compteur;Non;Non;Non Renseigné;;Non
CNT-71490;29/09/2023;AG009;262;En Attente;5;;Téléphone;Litige paiement;Oui;Non;Non;;Non
CNT-71491;24/07/2023;AG006;278;En Attente;1;40,76;Email;Relevé compteur;Oui;Non;Oui;;Non
CNT-71492;29/04/2023;AG004;303;En Attente;;10,81;Email;Réclamation;Oui;Non;Oui;7;Non
CNT-71493;16/05/2023;AG005;337;Non Résolu;5;15,46;Email;Relevé compteur;Oui;Non;Oui;7;Oui
CNT-71494;24/12/2023;AG001;172;Non Résolu;5;18,88;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-71495;09/02/2023;AG001;102;Résolu;4;11,65;Email;Souscription contrat;Oui;Non;Oui;;Non
CNT-71496;07/09/2023;AG008;84;Résolu;3;41,64;Email;Souscription contrat;Non;Non;Oui;;Non
CNT-71497;26/05/2023;AG005;283;Résolu;5;9,33;Chat;Réclamation;Oui;Non;Oui;;Non
CNT-71498;01/03/2023;AG003;358;Résolu;;47,28;Téléphone;Panne compteur;Oui;Non;Non;9;Oui
CNT-71499;08/12/2023;AG007;351;Non Résolu;5;17,57;Téléphone;Résiliation;Oui;Non;Non;2;Non
CNT-71500;17/12/2023;AG001;176;En Attente;5;31,38;Chat;Relevé compteur;Oui;Non;Oui;5;Oui
CNT-71501;14/09/2023;AG003;395;En Attente;4;35,81;Email;Relevé compteur;Oui;Non;Oui;8;Non
CNT-71502;02/08/2023;AG008;408;Non Résolu;;12,38;Email;Déménagement;Oui;Non;Non Renseigné;;Non
CNT-71503;20/09/2023;AG001;347;Résolu;;23,58;Réseaux Sociaux;Facturation;Oui;Non;Oui;5;Non
CNT-71504;28/01/2023;AG008;98;Résolu;3;16,08;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-71505;07/10/2023;AG004;215;Non Résolu;;14,7;Chat;Facturation;Oui;Oui;Oui;7;Non
CNT-71506;09/07/2023;AG009;248;Non Résolu;3;11,58;Réseaux Sociaux;Réclamation;Oui;Non;Non;;Non
CNT-71507;30/06/2023;AG007;30;Résolu;5;47,8;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-71508;01/05/2023;AG006;337;Résolu;3;16,09;Email;Litige paiement;Non;Non;Oui;;Non
CNT-71509;31/07/2023;AG002;349;En Attente;2;33,76;Email;Facturation;yes;Non;Oui;;Non
CNT-71510;04/11/2023;AG001;296;Non Résolu;5;39,65;Téléphone;Réclamation;Oui;Non;Oui;9;Non
CNT-71511;22/06/2023;AG002;262;En Attente;1;32,61;Email;Résiliation;Oui;Non;Oui;;Non
CNT-71512;21/02/2023;AG005;242;Non Résolu;;9,62;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-71513;11/02/2023;AG006;278;Résolu;4;37,3;Téléphone;Relevé compteur;Oui;Non;Non Renseigné;8;Non
CNT-71514;30/07/2023;AG001;173;Résolu;;34,77;Chat;Litige paiement;Oui;Non;Oui;9;Non
CNT-71515;25/01/2023;AG005;352;Résolu;5;46,61;Téléphone;Déménagement;Oui;Non;Oui;5;Non
CNT-71516;26/05/2023;AG002;154;Non Résolu;1;13,37;Téléphone;Réclamation;Oui;Non;Oui;7;Non
CNT-71517;06/12/2023;AG002;191;Résolu;2;14,35;Téléphone;Panne compteur;Oui;Non;Oui;9;Non
CNT-71518;22/09/2023;AG006;76;Non Résolu;2;37,97;Téléphone;Changement d'offre;Oui;Non;Oui;7;Non
CNT-71519;03/01/2023;AG006;190;Non Résolu;5;44,68;Email;Demande d'information;Oui;Non;Oui;8;Non
CNT-71520;18/03/2023;AG002;275;Non Résolu;3;13,2;Téléphone;Litige paiement;Non;Non;Oui;7;Non
CNT-71521;05/07/2023;AG003;408;Résolu;3;38,1;Chat;Souscription contrat;yes;Non;Oui;;Non
CNT-71522;12/12/2023;AG005;190;En Attente;3;43,54;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;;Oui
CNT-71523;26/04/2023;AG008;236;Non Résolu;5;22,87;Email;Demande d'information;Non;Non;Oui;8;Non
CNT-71524;04/11/2023;AG003;302;Non Résolu;5;45,99;Réseaux Sociaux;Panne compteur;Oui;Non;Non Renseigné;8;Non
CNT-71525;30/12/2023;AG004;228;Résolu;5;22,9;Réseaux Sociaux;Relevé compteur;Oui;Non;Non Renseigné;;Non
CNT-71526;25/07/2023;AG006;361;Non Résolu;5;39,07;Téléphone;Changement d'offre;Oui;Non;Oui;9;Non
CNT-71527;10/02/2023;AG007;75;Résolu;5;11,59;Téléphone;Demande d'information;Oui;Non;Non Renseigné;;Oui
CNT-71528;29/12/2023;AG005;314;En Attente;4;19,75;Chat;Panne compteur;Oui;Non;Non;9;Non
CNT-71529;27/09/2023;AG002;271;Non Résolu;1;46,26;Réseaux Sociaux;Panne compteur;Oui;Non;Non;3;Non
CNT-71530;18/03/2023;AG009;179;Résolu;4;39,24;Téléphone;Demande d'information;Oui;Non;Non;9;Non
CNT-71531;16/12/2023;AG007;338;En Attente;5;41,69;Téléphone;Réclamation;Oui;Non;Oui;10;Non
CNT-71532;26/07/2023;AG004;342;Non Résolu;2;42,3;Email;Panne compteur;Oui;Non;Oui;8;Non
CNT-71533;22/03/2023;AG005;162;Résolu;5;23,7;Réseaux Sociaux;Déménagement;Oui;Oui;Oui;;Non
CNT-71534;13/01/2023;AG003;295;En Attente;5;42,74;Réseaux Sociaux;Relevé compteur;Oui;Oui;Oui;6;Non
CNT-71535;31/05/2023;AG007;265;Non Résolu;4;26,87;Téléphone;Facturation;Oui;Non;Oui;8;Non
CNT-71536;06/10/2023;AG006;82;Non Résolu;5;15,69;Chat;Litige paiement;Oui;Non;Oui;6;Non
CNT-71537;05/10/2023;AG006;289;Résolu;3;28,77;Téléphone;Déménagement;Oui;Non;Oui;7;Non
CNT-71538;31/07/2023;AG004;421;Résolu;4;48,06;Téléphone;Résiliation;Non;Non;Oui;;Oui
CNT-71539;08/10/2023;AG001;;En Attente;;33,76;Réseaux Sociaux;Demande d'information;Oui;Oui;Oui;9;Non
CNT-71540;28/01/2023;AG009;162;Résolu;5;49,86;Chat;Relevé compteur;Oui;Non;Oui;;Non
CNT-71541;17/03/2023;AG006;287;Résolu;5;40,69;Chat;Facturation;Oui;Oui;Oui;;Non
CNT-71542;19/08/2023;AG004;237;Résolu;4;29,59;Réseaux Sociaux;Réclamation;Oui;Non;Oui;8;Non
CNT-71543;23/10/2023;AG001;;Résolu;;30,41;Email;Résiliation;Non;Non;Oui;8;Non
CNT-71544;03/04/2023;AG009;320;En Attente;5;46,02;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-71545;27/03/2023;AG003;162;Résolu;;15,71;Email;Changement d'offre;Oui;Non;Oui;;Non
CNT-71546;05/02/2023;AG003;281;Non Résolu;1;20,2;Téléphone;Facturation;Non;Non;Oui;;Non
CNT-71547;10/04/2023;AG004;222;En Attente;;34,58;Téléphone;Souscription contrat;Oui;Non;Non Renseigné;6;Non
CNT-71548;30/11/2023;AG001;152;Résolu;5;42,42;Téléphone;Résiliation;Oui;Non;Oui;3;Non
CNT-71549;29/04/2023;AG001;378;Non Résolu;;31,55;Téléphone;Résiliation;;Non;Oui;;Non
CNT-71550;28/03/2023;AG007;296;Résolu;3;44,61;Téléphone;Relevé compteur;Oui;Oui;Oui;10;Non
CNT-71551;27/03/2023;AG002;310;Résolu;5;9,83;Téléphone;Facturation;Oui;Oui;Oui;8;Non
CNT-71552;20/05/2023;AG009;229;Résolu;4;27,13;Email;Changement d'offre;Non;Non;Non Renseigné;8;Non
CNT-71553;06/08/2023;AG003;240;En Attente;2;45,49;Réseaux Sociaux;Facturation;Oui;Oui;Oui;6;Non
