Reference_Dossier;Date;ID Agent;Durée_Traitement_Sec;Dossier_Cloture;Note_Satisfaction_Client;Prix_Prestation;Type_Contact;Objet;Traite;Appel Repris;Conforme;NPS;Réclammation
DOS51499;30/11/2023;AG008;186;Non;4;23,1;Téléphone;Demande d'information;Non;Non;Oui;7;Non
DOS51500;07/10/2023;AG003;330;Oui;5;24,86;Chat;Litige paiement;Oui;Non;Oui;5;Oui
DOS51501;20/04/2023;AG025;276;Oui;5;31,45;Courrier;Demande d'information;Non;Non;Oui;2;Non
DOS51502;28/12/2023;AG012;342;Non;5;36,32;Téléphone;Résiliation;Oui;Non;Oui;;Non
DOS51503;26/05/2023;AG025;276;Oui;5;50,77;Courrier;Litige paiement;Non;Non;Oui;10;Oui
DOS51504;26/10/2023;AG025;396;Non;5;50,35;Chat;Changement d'offre;Oui;Non;Non;7;Non
DOS51505;16/02/2023;AG007;312;Oui;5;36,79;Chat;Facturation;Oui;Non;Oui;9;Non
DOS51506;12/04/2023;AG008;288;Non;;27,72;Email;Litige paiement;Non;Non;Oui;8;Oui
DOS51507;05/04/2023;AG011;366;Non;5;13,96;Chat;Demande d'information;Non;Non;Oui;;Non
DOS51508;09/01/2023;AG003;504;Oui;5;45,26;Téléphone;Litige paiement;Oui;Non;Oui;;Oui
DOS51509;26/09/2023;AG011;390;Oui;4;18,44;Téléphone;Réclamation;Non;Non;Oui;8;Non
DOS51510;16/02/2023;AG007;156;Non;4;40,47;Téléphone;Demande d'information;Non;Non;Oui;0;Non
DOS51511;15/08/2023;AG003;288;Oui;1;18,79;Téléphone;Demande d'information;Non;Non;Oui;8;Non
DOS51512;06/06/2023;AG025;288;Non;5;24,53;Chat;Changement d'offre;Oui;Non;Oui;;Oui
DOS51513;13/04/2023;AG019;348;Non;5;48,59;Courrier;Litige paiement;Non;Non;Oui;;Non
DOS51514;11/12/2023;AG008;264;Non;4;33,27;Email;Panne compteur;Non;Oui;Oui;9;Oui
DOS51515;02/05/2023;AG008;306;Oui;3;15,64;Chat;Demande d'information;Oui;Non;Oui;;Non
DOS51516;23/01/2023;AG007;318;Non;5;23,03;Chat;Litige paiement;Non;Oui;Oui;8;Non
DOS51517;02/04/2023;AG025;342;Non;5;36,24;Chat;Facturation;Non;Non;Non Renseigné;;Non
DOS51518;22/04/2023;AG007;156;Oui;5;13,51;Email;Résiliation;Oui;Non;Oui;3;Oui
DOS51519;26/08/2023;AG007;174;Oui;4;40,01;Chat;Souscription contrat;Non;Non;Oui;;Oui
DOS51520;20/04/2023;AG011;42;Oui;5;51,03;Téléphone;Changement d'offre;Non;Non;Oui;;Oui
DOS51521;15/04/2023;AG011;546;Non;3;19,22;Chat;Résiliation;Oui;Non;Oui;;Oui
DOS51522;04/04/2023;AG003;72;Oui;;19,76;Courrier;Réclamation;Oui;Non;Non;;Non
DOS51523;25/10/2023;AG008;318;Oui;5;44,25;Téléphone;Relevé compteur;Non;Non;Non Renseigné;10;Oui
DOS51524;18/04/2023;AG012;390;Oui;4;27,02;Email;Facturation;Non;Oui;Non Renseigné;6;Oui
DOS51525;25/07/2023;AG007;192;Non;2;34,01;Téléphone;Demande d'information;Oui;Oui;Oui;;Non
DOS51526;04/09/2023;AG019;450;Oui;5;37,28;Courrier;Panne compteur;Non;Non;Oui;;Oui
DOS51527;14/09/2023;AG003;312;Oui;4;23,91;Courrier;Déménagement;Oui;Non;Oui;;Oui
DOS51528;07/05/2023;AG025;510;Non;2;50,3;Courrier;Relevé compteur;Oui;Non;Non;3;Non
DOS51529;17/04/2023;AG007;198;Non;4;13,77;Chat;Déménagement;Non;Non;Oui;8;Non
DOS51530;20/07/2023;AG019;288;Oui;5;22,01;Email;Litige paiement;Oui;Non;Oui;8;Oui
DOS51531;14/09/2023;AG019;252;Non;5;23,39;Téléphone;Facturation;Non;Non;Non;;Non
DOS51532;15/07/2023;AG025;234;Oui;3;17,62;Téléphone;Facturation;Non;Non;Oui;3;Oui
DOS51533;11/01/2023;AG025;240;Oui;1;52,16;Courrier;Panne compteur;Non;Non;Oui;6;Non
DOS51534;28/10/2023;AG003;270;Non;5;22,59;Chat;Souscription contrat;Non;Non;Oui;;Non
DOS51535;21/09/2023;AG007;258;Oui;4;52,12;Email;Relevé compteur;Oui;Non;Non Renseigné;6;Non
DOS51536;23/08/2023;AG007;402;Non;2;16,5;Email;Litige paiement;Non;Non;Oui;5;Oui
DOS51537;26/10/2023;AG012;390;Oui;4;47,96;Téléphone;Réclamation;Oui;Oui;Oui;;Non
DOS51538;21/12/2023;AG012;126;Oui;5;36,76;Courrier;Relevé compteur;Non;Non;Oui;7;Oui
DOS51539;10/12/2023;AG007;240;Oui;5;47,35;Courrier;Relevé compteur;Non;Non;Non;;Oui
DOS51540;03/02/2023;AG011;354;Oui;4;51,91;Téléphone;Changement d'offre;Non;Non;Oui;;Non
DOS51541;13/04/2023;AG019;342;Oui;2;22,24;Téléphone;Panne compteur;Oui;Non;Oui;10;Non
DOS51542;20/04/2023;AG025;282;Oui;3;49,81;Courrier;Demande d'information;Non;Oui;Oui;;Non
DOS51543;02/05/2023;AG003;306;Non;3;18,65;Email;Résiliation;Non;Non;Oui;;Non
DOS51544;23/01/2023;AG011;264;Non;4;27,83;Email;Relevé compteur;Non;Non;Oui;;Oui
DOS51545;17/03/2023;AG019;414;Oui;5;13,68;Courrier;Relevé compteur;Non;Non;Oui;4;Oui
DOS51546;08/03/2023;AG008;402;Oui;;13,1;Téléphone;Facturation;Non;Non;Oui;10;Oui
DOS51547;06/10/2023;AG019;270;Oui;5;29,47;Téléphone;Relevé compteur;Oui;Non;Oui;6;Oui
DOS51548;07/02/2023;AG019;300;Oui;4;19,42;Chat;Réclamation;Oui;Non;Oui;;Oui
DOS51549;31/01/2023;AG025;276;Non;5;22,85;Chat;Panne compteur;Non;Non;Oui;8;Non
DOS51550;15/03/2023;AG019;294;Non;4;23,77;Téléphone;Litige paiement;Oui;Non;Non;10;Oui
DOS51551;20/01/2023;AG008;432;Oui;5;37,34;Email;Panne compteur;Non;Non;Oui;8;Non
DOS51552;11/11/2023;AG019;258;Oui;4;35,49;Email;Résiliation;Oui;Non;Oui;8;Non
DOS51553;02/03/2023;AG012;234;Non;4;22,21;Chat;Réclamation;Non;Non;Oui;;Oui
DOS51554;06/08/2023;AG025;300;Oui;4;45,2;Email;Souscription contrat;Non;Non;Oui;6;Oui
DOS51555;29/11/2023;AG019;552;Non;5;52,77;Email;Déménagement;Non;Non;Oui;;Oui
DOS51556;10/02/2023;AG007;270;Non;4;25,74;Chat;Réclamation;Oui;Non;Oui;6;Non
DOS51557;06/05/2023;AG008;216;Oui;5;18,5;Chat;Déménagement;Non;Non;Oui;;Non
DOS51558;04/07/2023;AG007;384;Oui;;32,83;Téléphone;Changement d'offre;Oui;Non;Oui;7;Non
DOS51559;19/03/2023;AG007;396;Non;1;35,12;Email;Facturation;Oui;Non;Non;8;Non
DOS51560;22/01/2023;AG003;324;Oui;2;46,03;Téléphone;Souscription contrat;Oui;Non;Non;;Oui
DOS51561;04/03/2023;AG019;228;Non;3;36,67;Email;Déménagement;Oui;Non;Oui;6;Oui
DOS51562;17/04/2023;AG003;414;Non;5;27,54;Email;Déménagement;Oui;Non;Non;;Oui
DOS51563;27/04/2023;AG011;168;Oui;4;35,43;Courrier;Réclamation;Oui;Non;Non Renseigné;;Oui
DOS51564;04/03/2023;AG025;24;Oui;2;42,91;Téléphone;Demande d'information;Oui;Oui;Oui;;Oui
DOS51565;26/09/2023;AG019;282;Non;5;50,01;Email;Souscription contrat;Non;Oui;Oui;;Oui
DOS51566;13/08/2023;AG025;540;Non;1;48,79;Email;Panne compteur;Oui;Oui;Oui;;Oui
DOS51567;03/04/2023;AG011;324;Oui;4;32,09;Chat;Résiliation;Non;Non;Oui;7;Oui
DOS51568;04/04/2023;AG011;270;Non;;18,84;Email;Déménagement;Non;Non;Oui;9;Non
DOS51569;26/05/2023;AG003;360;Oui;5;40,27;Chat;Réclamation;Non;Non;Non;;Non
DOS51570;23/07/2023;AG008;360;Oui;2;26,25;Courrier;Résiliation;Non;Non;Oui;7;Oui
DOS51571;18/05/2023;AG025;576;Non;5;54,14;Email;Panne compteur;Oui;Non;Oui;8;Oui
DOS51572;11/06/2023;AG012;450;Oui;5;34,88;Email;Demande d'information;Non;Non;Oui;;Oui
DOS51573;03/03/2023;AG011;210;Oui;5;38,17;Email;Déménagement;Non;Non;Non Renseigné;;Oui
DOS51574;22/07/2023;AG011;360;Non;5;36,58;Téléphone;Changement d'offre;Non;Non;Oui;;Non
DOS51575;02/04/2023;AG012;300;Non;4;52,32;Courrier;Souscription contrat;Non;Oui;Oui;10;Non
DOS51576;23/06/2023;AG003;312;Non;4;42,84;Email;Résiliation;Oui;Non;Oui;7;Oui
DOS51577;08/12/2023;AG019;294;Oui;;44,04;Email;Changement d'offre;Oui;Non;Oui;;Oui
DOS51578;31/01/2023;AG011;294;Oui;4;14,63;Téléphone;Relevé compteur;Non;Non;Non Renseigné;0;Oui
DOS51579;27/09/2023;AG003;132;Non;3;34,45;Chat;Demande d'information;Non;Non;Oui;10;Non
DOS51580;31/10/2023;AG012;258;Oui;3;26,41;Téléphone;Réclamation;Oui;Non;Oui;4;Non
DOS51581;15/02/2023;AG007;300;Oui;4;28,83;Courrier;Demande d'information;Non;Non;Oui;0;Oui
DOS51582;11/07/2023;AG012;348;Oui;4;46,06;Courrier;Réclamation;Oui;Non;Oui;5;Oui
DOS51583;11/12/2023;AG007;318;Non;5;54,71;Email;Litige paiement;Non;Non;Oui;;Oui
DOS51584;17/01/2023;AG003;312;Oui;;41,94;Courrier;Réclamation;Oui;Non;Oui;;Non
DOS51585;02/02/2023;AG025;372;Oui;;16,75;Téléphone;Changement d'offre;Non;Non;Oui;6;Non
DOS51586;21/12/2023;AG003;474;Non;5;33,73;Email;Litige paiement;Non;Non;Oui;8;Oui
DOS51587;15/05/2023;AG007;282;Oui;5;42,22;Email;Changement d'offre;Non;Non;Oui;;Non
DOS51588;07/01/2023;AG008;210;Oui;2;49,66;Téléphone;Changement d'offre;Non;Non;Non Renseigné;6;Oui
DOS51589;25/11/2023;AG003;414;Non;4;31,77;Chat;Réclamation;Oui;Non;Oui;;Non
DOS51590;18/10/2023;AG012;360;Non;1;29,97;Email;Changement d'offre;Oui;Non;Oui;7;Oui
DOS51591;23/01/2023;AG012;270;Non;5;44,26;Email;Changement d'offre;Oui;Non;Oui;;Non
DOS51592;09/05/2023;AG011;54;Non;4;46,82;Courrier;Déménagement;Non;Non;Oui;;Oui
DOS51593;18/09/2023;AG025;420;Oui;5;37,13;Email;Changement d'offre;Non;Non;Oui;7;Non
DOS51594;27/12/2023;AG011;204;Non;5;50,5;Chat;Facturation;Oui;Non;Non;8;Non
DOS51595;01/08/2023;AG003;282;Non;3;13,53;Email;Souscription contrat;Oui;Non;Oui;;Non
DOS51596;12/01/2023;AG011;270;Non;2;39,49;Chat;Facturation;Non;Non;Oui;;Oui
DOS51597;24/08/2023;AG025;426;Non;;51,65;Téléphone;Relevé compteur;Oui;Non;Oui;;Oui
DOS51598;05/03/2023;AG008;336;Non;;44,87;Courrier;Facturation;Oui;Non;Oui;;Non
DOS51599;14/07/2023;AG025;174;Oui;3;44,58;Téléphone;Panne compteur;Oui;Non;Oui;;Oui
DOS51600;10/09/2023;AG011;588;Non;5;44,57;Téléphone;Souscription contrat;Non;Non;Non;;Oui
DOS51601;16/08/2023;AG008;366;Non;5;48,16;Courrier;Facturation;Non;Non;Non Renseigné;8;Non
DOS51602;03/03/2023;AG012;228;Oui;2;54,86;Courrier;Changement d'offre;Oui;Non;Non Renseigné;;Oui
DOS51603;22/08/2023;AG003;462;Non;;30,68;Téléphone;Facturation;Non;Non;Oui;8;Oui
DOS51604;10/09/2023;AG003;306;Oui;2;17,49;Courrier;Litige paiement;Oui;Non;Oui;;Non
DOS51605;19/05/2023;AG003;288;Non;4;17,22;Chat;Litige paiement;Oui;Non;Oui;7;Non
DOS51606;26/10/2023;AG011;294;Non;;41,61;Courrier;Relevé compteur;Oui;Non;Non Renseigné;;Non
DOS51607;06/05/2023;AG012;306;Non;4;15,18;Email;Demande d'information;Oui;Non;Oui;;Oui
DOS51608;10/12/2023;AG019;300;Non;5;36,59;Chat;Changement d'offre;Oui;Non;Non;;Non
DOS51609;29/10/2023;AG008;288;Oui;5;53,48;Email;Changement d'offre;Non;Oui;Oui;;Oui
DOS51610;30/09/2023;AG008;246;Oui;5;15,28;Email;Demande d'information;Oui;Non;Oui;8;Non
DOS51611;29/07/2023;AG025;222;Non;3;45,47;Chat;Facturation;Non;Non;Oui;8;Non
DOS51612;09/04/2023;AG008;324;Non;5;22,66;Chat;Changement d'offre;Oui;Non;Non Renseigné;9;Oui
DOS51613;09/04/2023;AG007;;Non;3;22,47;Email;Relevé compteur;Non;Non;Non Renseigné;6;Non
DOS51614;14/12/2023;AG003;342;Non;3;49,45;Email;Déménagement;Oui;Non;Oui;9;Oui
DOS51615;12/10/2023;AG008;456;Oui;5;39,76;Chat;Changement d'offre;Non;Non;Oui;;Non
DOS51616;21/02/2023;AG011;306;Oui;4;37,6;Téléphone;Facturation;Oui;Non;Non Renseigné;;Oui
DOS51617;29/05/2023;AG008;330;Oui;;41,68;Chat;Litige paiement;Non;Non;Oui;3;Oui
DOS51618;11/08/2023;AG011;426;Non;3;54,13;Téléphone;Facturation;Oui;Non;Oui;10;Oui
DOS51619;02/06/2023;AG007;282;Oui;2;33,23;Courrier;Relevé compteur;Oui;Oui;Oui;8;Non
DOS51620;02/03/2023;AG003;240;Non;3;48,67;Chat;Demande d'information;Oui;Oui;Oui;;Non
DOS51621;04/08/2023;AG011;30;Oui;5;39,76;Chat;Relevé compteur;Non;Non;Non;10;Non
DOS51622;23/08/2023;AG019;318;Non;2;12,74;Email;Souscription contrat;Non;Oui;Oui;;Oui
DOS51623;27/11/2023;AG011;240;Oui;5;45,48;Téléphone;Réclamation;Oui;Oui;Oui;8;Oui
DOS51624;11/10/2023;AG012;270;Non;4;46,34;Courrier;Facturation;Oui;Non;Non Renseigné;2;Non
DOS51625;10/06/2023;AG025;66;Non;3;14;Email;Changement d'offre;Oui;Oui;Oui;1;Non
DOS51626;27/10/2023;AG003;270;Non;3;21,89;Téléphone;Relevé compteur;Non;Non;Oui;10;Non
DOS51627;21/03/2023;AG025;180;Non;3;26,53;Email;Litige paiement;Non;Oui;Oui;8;Oui
DOS51628;20/08/2023;AG011;156;Oui;4;22,06;Chat;Relevé compteur;Oui;Non;Oui;;Non
DOS51629;07/06/2023;AG007;192;Oui;4;47,7;Email;Litige paiement;Non;Non;Oui;;Non
DOS51630;25/07/2023;AG019;180;Non;4;28,21;Téléphone;Litige paiement;Oui;Non;Oui;;Oui
DOS51631;27/10/2023;AG007;402;Oui;4;33,79;Email;Changement d'offre;Oui;Non;Non Renseigné;5;Non
DOS51632;19/10/2023;AG019;;Non;5;28,36;Chat;Litige paiement;Non;Non;Oui;10;Non
DOS51633;02/09/2023;AG008;318;Oui;5;51,07;Courrier;Souscription contrat;Non;Non;Oui;9;Non
DOS51634;24/03/2023;AG003;504;Oui;5;52;Email;Résiliation;Oui;Non;Oui;;Oui
DOS51635;25/04/2023;AG019;;Non;4;51,03;Courrier;Résiliation;Non;Non;Non Renseigné;5;Oui
DOS51636;15/04/2023;AG008;;Non;4;39,56;Courrier;Relevé compteur;Oui;Non;Oui;8;Non
DOS51637;04/05/2023;AG011;204;Non;5;52,62;Chat;Réclamation;Oui;Non;Oui;;Non
DOS51638;01/10/2023;AG007;300;Non;5;20,27;Email;Panne compteur;Non;Non;Oui;7;Non
DOS51639;12/11/2023;AG008;192;Non;;50,45;Chat;Litige paiement;Non;Non;Non;;Non
DOS51640;09/11/2023;AG012;312;Oui;4;16,47;Email;Souscription contrat;Oui;Non;Non Renseigné;8;Oui
DOS51641;28/02/2023;AG011;378;Oui;4;45,77;Email;Demande d'information;Oui;Non;Oui;;Non
DOS51642;22/02/2023;AG011;192;Non;5;50,16;Courrier;Résiliation;Oui;Oui;Non Renseigné;10;Non
DOS51643;12/12/2023;AG019;474;Oui;4;53,96;Chat;Demande d'information;Oui;Non;Non;;Non
DOS51644;03/04/2023;AG025;552;Non;4;24,79;Téléphone;Souscription contrat;Oui;Non;Oui;10;Oui
DOS51645;05/06/2023;AG003;522;Non;5;37,13;Téléphone;Panne compteur;Oui;Non;Oui;;Oui
DOS51646;27/04/2023;AG011;96;Oui;2;14,89;Courrier;Déménagement;Oui;Non;Non;8;Oui
DOS51647;27/07/2023;AG012;246;Non;;22,87;Courrier;Résiliation;Oui;Non;Oui;10;Oui
DOS51648;29/03/2023;AG025;336;Oui;4;37,87;Email;Relevé compteur;Oui;Oui;Non;6;Non
DOS51649;22/10/2023;AG011;144;Non;5;38,17;Email;Souscription contrat;Non;Non;Oui;;Non
DOS51650;07/06/2023;AG019;156;Non;4;47,87;Courrier;Panne compteur;Oui;Non;Oui;9;Non
DOS51651;04/11/2023;AG003;90;Non;3;32,48;Téléphone;Réclamation;Non;Non;Oui;3;Non
DOS51652;29/09/2023;AG025;306;Non;3;39,93;Chat;Panne compteur;Non;Non;Non Renseigné;;Oui
DOS51653;19/07/2023;AG019;342;Non;;14,17;Téléphone;Panne compteur;Oui;Non;Non;;Oui
DOS51654;31/01/2023;AG019;426;Non;3;52,53;Courrier;Résiliation;Oui;Non;Non;8;Non
DOS51655;15/10/2023;AG003;360;Oui;5;54,88;Chat;Demande d'information;Non;Non;Non;5;Non
DOS51656;19/06/2023;AG019;384;Oui;5;31,38;Chat;Facturation;Oui;Non;Oui;10;Oui
DOS51657;22/08/2023;AG003;114;Non;1;36,24;Chat;Relevé compteur;Oui;Non;Oui;2;Non
DOS51658;06/12/2023;AG019;330;Non;3;51,11;Téléphone;Souscription contrat;Oui;Non;Oui;8;Oui
DOS51659;07/05/2023;AG003;294;Non;4;31,34;Courrier;Changement d'offre;Non;Non;Non;9;Oui
DOS51660;23/09/2023;AG025;228;Oui;1;41,4;Email;Facturation;Non;Non;Oui;;Non
DOS51661;17/12/2023;AG003;258;Non;5;25,43;Téléphone;Réclamation;Non;Oui;Non;5;Non
DOS51662;23/01/2023;AG008;342;Non;3;39,76;Courrier;Demande d'information;Oui;Non;Oui;8;Oui
DOS51663;01/06/2023;AG008;390;Non;4;36,05;Email;Réclamation;Non;Non;Oui;7;Non
DOS51664;16/03/2023;AG019;528;Oui;5;14,42;Téléphone;Déménagement;Oui;Non;Oui;9;Non
DOS51665;12/12/2023;AG011;348;Oui;4;39,16;Email;Souscription contrat;Oui;Non;Non;7;Oui
DOS51666;21/10/2023;AG025;402;Non;4;;Courrier;Demande d'information;Non;Non;Non;8;Oui
DOS51667;15/05/2023;AG019;396;Non;5;21,73;Email;Facturation;Oui;Non;Non;;Oui
DOS51668;10/12/2023;AG003;432;Non;5;26,54;Courrier;Demande d'information;Non;Oui;Oui;8;Non
DOS51669;05/04/2023;AG007;180;Oui;5;53,61;Courrier;Changement d'offre;Non;Non;Oui;;Oui
DOS51670;08/11/2023;AG025;312;Oui;5;30,41;Email;Facturation;Oui;Non;Oui;4;Oui
DOS51671;17/12/2023;AG003;198;Oui;2;26,02;Chat;Souscription contrat;Oui;Non;Oui;7;Oui
DOS51672;04/10/2023;AG012;204;Oui;;42,82;Chat;Litige paiement;Non;Oui;Non;;Non
DOS51673;20/09/2023;AG011;354;Oui;1;54,17;Chat;Relevé compteur;Oui;Non;Oui;;Oui
DOS51674;26/08/2023;AG007;354;Non;;27,46;Téléphone;Déménagement;Oui;Non;Oui;8;Oui
DOS51675;24/06/2023;AG008;348;Oui;4;25,97;Chat;Réclamation;Non;Non;Oui;8;Oui
DOS51676;22/05/2023;AG012;240;Non;;52,65;Courrier;Déménagement;Non;Non;Oui;;Oui
DOS51677;16/02/2023;AG003;312;Non;3;18,18;Email;Réclamation;Oui;Non;Non;9;Non
DOS51678;23/08/2023;AG007;270;Non;5;13,64;Courrier;Déménagement;Non;Non;Oui;;Non
DOS51679;10/10/2023;AG025;348;Non;4;42,94;Email;Relevé compteur;Oui;Non;Oui;;Non
DOS51680;22/06/2023;AG019;432;Non;4;35,87;Chat;Réclamation;Oui;Non;Oui;;Oui
DOS51681;09/01/2023;AG019;192;Oui;5;16,68;Téléphone;Souscription contrat;Oui;Non;Oui;;Oui
DOS51682;01/03/2023;AG003;300;Non;3;43,58;Chat;Relevé compteur;Non;Oui;Oui;;Non
DOS51683;19/03/2023;AG025;402;Oui;4;33,54;Téléphone;Relevé compteur;Non;Non;Non;;Non
DOS51684;21/12/2023;AG025;120;Oui;3;20,62;Courrier;Déménagement;Non;Non;Oui;6;Oui
DOS51685;18/03/2023;AG008;414;Oui;2;35,33;Email;Changement d'offre;Non;Non;Non Renseigné;10;Oui
DOS51686;23/08/2023;AG011;66;Oui;5;40,92;Courrier;Résiliation;Oui;Oui;Oui;8;Oui
DOS51687;11/10/2023;AG008;174;Non;4;41,69;Téléphone;Déménagement;Non;Non;Non;;Non
DOS51688;22/10/2023;AG007;294;Non;5;29,71;Chat;Facturation;Oui;Non;Oui;;Oui
DOS51689;05/07/2023;AG011;270;Oui;;16,17;Chat;Réclamation;Oui;Non;Oui;;Oui
DOS51690;10/06/2023;AG007;258;Non;2;45,83;Chat;Litige paiement;Non;Non;Oui;6;Non
DOS51691;10/04/2023;AG019;516;Non;3;51,71;Téléphone;Facturation;Oui;Non;Oui;5;Non
DOS51692;03/06/2023;AG011;162;Oui;2;45,63;Téléphone;Facturation;Oui;Non;Non;7;Non
DOS51693;25/01/2023;AG008;360;Non;5;53,1;Chat;Souscription contrat;Oui;Non;Non;10;Oui
DOS51694;09/03/2023;AG011;522;Non;5;26,51;Téléphone;Souscription contrat;Oui;Oui;Oui;7;Non
DOS51695;03/02/2023;AG003;402;Non;4;28,41;Chat;Déménagement;Non;Non;Non Renseigné;8;Oui
DOS51696;26/12/2023;AG003;342;Non;3;39,05;Courrier;Réclamation;Non;Non;Non;2;Oui
DOS51697;04/07/2023;AG025;330;Oui;1;45,96;Courrier;Relevé compteur;Non;Non;Oui;;Non
DOS51698;09/04/2023;AG019;252;Non;4;34,88;Email;Facturation;Non;Non;Oui;10;Non
DOS51699;18/09/2023;AG019;246;Non;4;19,59;Courrier;Relevé compteur;Non;Non;Oui;7;Non
DOS51700;04/04/2023;AG007;144;Non;4;46,04;Chat;Facturation;Non;Non;Oui;5;Oui
DOS51701;17/04/2023;AG019;420;Oui;3;46,75;Courrier;Résiliation;Oui;Non;Oui;10;Oui
DOS51702;27/09/2023;AG007;156;Non;4;39,81;Téléphone;Facturation;Oui;Non;Oui;;Non
DOS51703;03/11/2023;AG003;294;Oui;5;54,69;Chat;Litige paiement;Oui;Non;Non;1;Oui
DOS51704;02/05/2023;AG019;264;Oui;4;12,74;Chat;Déménagement;Non;Non;Non;6;Non
DOS51705;05/03/2023;AG008;324;Oui;4;25,78;Téléphone;Déménagement;Non;Non;Non;6;Non
DOS51706;19/01/2023;AG007;378;Non;5;48,33;Téléphone;Souscription contrat;Oui;Non;Non;10;Non
DOS51707;18/10/2023;AG003;252;Non;;23,12;Téléphone;Facturation;Non;Non;Oui;;Non
DOS51708;04/10/2023;AG012;174;Non;5;51,06;Téléphone;Déménagement;Non;Non;Oui;;Oui
DOS51709;22/11/2023;AG008;222;Non;4;33,61;Courrier;Litige paiement;Non;Non;Oui;;Non
DOS51710;18/06/2023;AG011;198;Non;3;39,13;Courrier;Déménagement;Oui;Non;Oui;9;Non
DOS51711;08/09/2023;AG012;528;Oui;5;28,59;Email;Déménagement;Non;Non;Oui;0;Non
DOS51712;28/10/2023;AG007;456;Non;3;37,42;Chat;Panne compteur;Non;Non;Non Renseigné;9;Non
DOS51713;05/08/2023;AG011;138;Non;2;24,62;Courrier;Relevé compteur;Oui;Non;Oui;8;Oui
DOS51714;17/07/2023;AG019;264;Oui;5;29,85;Téléphone;Souscription contrat;Oui;Non;Oui;;Oui
DOS51715;18/12/2023;AG011;192;Oui;;39,03;Email;Résiliation;Non;Oui;Non;;Oui
DOS51716;03/11/2023;AG008;222;Non;3;33,6;Téléphone;Résiliation;Non;Non;Oui;;Non
DOS51717;17/04/2023;AG025;240;Oui;3;30,48;Courrier;Relevé compteur;Non;Non;Non Renseigné;9;Non
DOS51718;28/12/2023;AG025;204;Oui;5;37,56;Email;Demande d'information;Oui;Non;Non Renseigné;;Oui
DOS51719;15/12/2023;AG025;408;Non;4;50,01;Chat;Demande d'information;Oui;Oui;Oui;6;Non
DOS51720;11/09/2023;AG012;342;Oui;1;22,08;Chat;Réclamation;Oui;Non;Non;4;Non
DOS51721;10/08/2023;AG025;330;Oui;5;20,5;Courrier;Demande d'information;Non;Non;Oui;6;Non
DOS51722;06/02/2023;AG003;468;Oui;2;51,89;Téléphone;Souscription contrat;Oui;Non;Oui;;Oui
DOS51723;19/07/2023;AG025;402;Non;;39,81;Email;Déménagement;Oui;Non;Oui;3;Oui
DOS51724;24/03/2023;AG008;306;Oui;4;27,05;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
DOS51725;30/05/2023;AG011;336;Oui;3;35,35;Courrier;Demande d'information;Non;Non;Oui;7;Oui
DOS51726;30/05/2023;AG008;420;Non;3;44,12;Email;Facturation;Non;Non;Oui;;Non
DOS51727;08/05/2023;AG007;414;Non;5;26,84;Courrier;Panne compteur;Oui;Non;Oui;7;Non
DOS51728;05/12/2023;AG019;48;Oui;3;12,69;Courrier;Résiliation;Oui;Oui;Oui;8;Non
DOS51729;12/10/2023;AG011;354;Non;;36,19;Téléphone;Résiliation;Oui;Non;Oui;8;Oui
DOS51730;04/11/2023;AG007;312;Oui;5;54,27;Courrier;Panne compteur;Oui;Non;Oui;;Non
DOS51731;24/01/2023;AG025;384;Non;3;14,49;Email;Changement d'offre;Non;Non;Oui;8;Non
DOS51732;04/05/2023;AG019;96;Non;5;48,27;Courrier;Demande d'information;Non;Non;Oui;;Non
DOS51733;15/05/2023;AG003;432;Oui;;27,53;Email;Litige paiement;Non;Non;Non Renseigné;9;Non
DOS51734;16/02/2023;AG012;390;Oui;3;28,11;Courrier;Facturation;Non;Non;Oui;;Non
DOS51735;11/12/2023;AG019;258;Non;3;12,72;Téléphone;Déménagement;Non;Non;Oui;;Oui
DOS51736;19/08/2023;AG012;504;Non;5;22,94;Téléphone;Changement d'offre;Oui;Non;Oui;;Non
DOS51737;10/12/2023;AG019;174;Non;4;30,58;Courrier;Litige paiement;Non;Non;Oui;8;Non
DOS51738;03/10/2023;AG019;324;Oui;1;44,52;Email;Relevé compteur;Non;Non;Non;;Oui
DOS51739;07/03/2023;AG011;240;Oui;5;29,77;Email;Demande d'information;Oui;Non;Oui;;Non
DOS51740;25/05/2023;AG012;216;Oui;4;20,68;Email;Réclamation;Oui;Non;Oui;;Oui
DOS51741;29/06/2023;AG007;294;Non;4;18,65;Email;Résiliation;Oui;Oui;Non;;Non
DOS51742;15/05/2023;AG012;642;Non;;52,8;Chat;Changement d'offre;Oui;Non;Oui;;Oui
DOS51743;08/02/2023;AG019;102;Non;5;15,15;Téléphone;Réclamation;Non;Non;Oui;;Oui
DOS51744;11/01/2023;AG011;;Non;5;34,2;Email;Relevé compteur;Oui;Non;Oui;;Non
DOS51745;24/08/2023;AG003;606;Oui;4;49,55;Email;Changement d'offre;Oui;Non;Oui;5;Oui
DOS51746;12/06/2023;AG008;174;Non;5;12,76;Chat;Résiliation;Oui;Oui;Non;10;Oui
DOS51747;19/06/2023;AG012;468;Oui;5;22,81;Chat;Résiliation;Non;Non;Oui;9;Oui
DOS51748;15/01/2023;AG011;426;Oui;1;19,42;Courrier;Litige paiement;Oui;Non;Non;;Oui
