IdTicket,DateTicket,Operateur,TempsTraitement_Min,Resolu,Satisfaction_Client,CoutFacturation,Canal_Contact,Motif,Traite,Reprise_Appel,Conforme,Score_NPS,Motif_Reclamation
TCK21430,2023-02-26,Op002,3.4,oui,4.0,35.63,Mail,Réclamation,Oui,1,Vrai,,
TCK21431,2023-04-26,Op006,3.1,oui,5.0,26.53,Chat,Résiliation,Oui,0,Vrai,,
TCK21432,2023-10-08,Op005,4.4,Non,4.0,49.98,Chat,Déménagement,0,0,Vrai,8.0,
TCK21433,2023-04-27,Op007,6.5,0,5.0,39.03,Mail,Déménagement,0,0,Faux,,
TCK21434,2023-04-14,Op008,3.2,Non,6.0,51.57,Chat,Facturation,1,0,Vrai,10.0,
TCK21435,2023-03-16,Op001,6.5,oui,,23.73,TEL,Déménagement,1,0,Vrai,,
TCK21436,2023-05-12,Op005,1.9,oui,3.0,33.78,Tel,Souscription contrat,1,0,Vrai,10.0,
TCK21437,2023-03-03,Op001,4.9,0,8.0,25.91,Chat,Souscription contrat,1,0,Faux,4.0,
TCK21438,2023-05-29,Op004,5.3,0,6.0,59.21,Mail,Facturation,Non,0,Vrai,9.0,
TCK21439,2023-11-23,Op007,3.6,0,7.0,11.0,Réseaux sociaux,Facturation,1,0,Vrai,,
TCK21440,2023-07-06,Op008,2.6,1,9.0,12.02,Mail,Demande d'information,Non,0,Vrai,,
TCK21441,2023-02-06,Op006,6.0,0,10.0,30.14,Réseaux sociaux,Litige paiement,1,0,Vrai,,
TCK21442,2023-07-04,Op002,4.6,oui,8.0,53.67,Mail,Changement d'offre,Oui,1,Vrai,8.0,
TCK21443,2023-07-25,Op003,9.2,Oui,3.0,,Réseaux sociaux,Panne compteur,Oui,1,Vrai,5.0,
TCK21444,2023-01-20,Op001,4.9,Non,,44.01,Réseaux sociaux,Panne compteur,Oui,0,Vrai,6.0,
TCK21445,2023-11-21,Op005,3.5,Non,,43.45,Réseaux sociaux,Relevé compteur,0,0,Vrai,4.0,
TCK21446,2023-02-17,Op003,4.4,0,,29.9,Mail,Déménagement,0,0,Vrai,5.0,
TCK21447,2023-02-18,Op004,3.4,1,5.0,25.51,Réseaux sociaux,Relevé compteur,0,1,Vrai,,Erreur technique
TCK21448,2023-02-26,Op002,0.6,oui,6.0,31.62,TEL,Litige paiement,Oui,0,Vrai,8.0,
TCK21449,2023-12-11,Op007,2.9,Non,,58.96,TEL,Litige paiement,0,0,Vrai,5.0,
TCK21450,2023-02-27,Op004,8.7,Non,,51.51,Mail,Litige paiement,0,0,Vrai,,
TCK21451,2023-06-06,Op002,3.8,Non,4.0,28.02,Chat,Réclamation,Oui,1,Faux,9.0,
TCK21452,2023-04-04,Op005,1.0,Oui,4.0,28.74,Tel,Changement d'offre,1,0,Vrai,10.0,Délai de traitement
TCK21453,2023-05-23,Op002,1.8,Oui,,56.28,TEL,Changement d'offre,Non,0,Vrai,8.0,
TCK21454,2023-05-22,Op006,4.2,1,9.0,14.93,Chat,Résiliation,Non,0,Vrai,,
TCK21455,2023-06-26,Op004,2.8,0,8.0,40.95,Réseaux sociaux,Panne compteur,0,0,Vrai,,
TCK21456,2023-11-23,Op004,4.6,0,,,TEL,Panne compteur,0,0,Vrai,7.0,
TCK21457,2023-01-27,Op003,2.4,oui,2.0,10.36,Chat,Résiliation,Non,1,Vrai,4.0,Erreur technique
TCK21458,2023-09-10,Op005,6.6,oui,,34.2,Mail,Relevé compteur,0,0,Vrai,8.0,
TCK21459,2023-10-20,Op004,2.4,Oui,2.0,58.91,Réseaux sociaux,Déménagement,Oui,0,Vrai,,
TCK21460,2023-02-22,Op006,3.9,oui,2.0,12.27,Mail,Demande d'information,Non,0,,0.0,
TCK21461,2023-01-10,Op006,6.1,Oui,,52.28,Tel,Déménagement,Oui,0,Vrai,5.0,Erreur technique
TCK21462,2023-05-15,Op001,6.1,oui,9.0,55.4,Réseaux sociaux,Demande d'information,0,1,Vrai,,
TCK21463,2023-02-02,Op007,2.8,1,7.0,21.78,TEL,Souscription contrat,0,0,Faux,0.0,
TCK21464,2023-05-10,Op002,4.0,oui,9.0,58.82,TEL,Changement d'offre,Oui,0,Vrai,10.0,
TCK21465,2023-04-06,Op004,5.6,Oui,8.0,24.06,Réseaux sociaux,Litige paiement,Non,0,Vrai,10.0,
TCK21466,2023-04-11,Op001,5.0,Oui,9.0,33.89,Mail,Facturation,Non,0,Vrai,9.0,
TCK21467,2023-09-14,Op004,7.8,0,9.0,21.17,Tel,Facturation,0,0,Vrai,6.0,
TCK21468,2023-09-19,Op001,2.9,Non,,37.64,Mail,Litige paiement,1,0,Vrai,6.0,
TCK21469,2023-06-11,Op002,5.6,0,9.0,22.66,Mail,Demande d'information,Non,0,Vrai,5.0,
TCK21470,2023-01-09,Op006,3.4,Non,8.0,30.7,Tel,Panne compteur,1,0,Vrai,,Facturation incorrecte
TCK21471,2023-09-03,Op004,3.2,oui,,21.64,Tel,Panne compteur,0,1,Vrai,,
TCK21472,2023-08-01,Op006,6.5,Non,2.0,,Réseaux sociaux,Réclamation,Oui,1,Faux,,
TCK21473,2023-10-23,Op002,4.5,Oui,10.0,45.6,TEL,Facturation,Oui,0,Vrai,,
TCK21474,2023-06-15,Op001,3.0,1,,44.7,Chat,Facturation,1,1,Vrai,,Facturation incorrecte
TCK21475,2023-01-31,Op003,4.8,0,3.0,18.32,TEL,Changement d'offre,0,0,Vrai,8.0,Délai de traitement
TCK21476,2023-09-10,Op002,3.3,oui,7.0,30.85,Tel,Réclamation,Non,0,Vrai,,
TCK21477,2023-07-29,Op002,5.9,Oui,9.0,27.52,Chat,Litige paiement,0,0,Vrai,9.0,
TCK21478,2023-08-02,Op003,2.5,1,4.0,45.24,Tel,Demande d'information,0,0,Vrai,,
TCK21479,2023-06-22,Op001,4.9,oui,,55.25,Chat,Relevé compteur,0,0,Vrai,,Comportement agent
TCK21480,2023-11-20,Op006,3.6,oui,4.0,,TEL,Demande d'information,Oui,0,Vrai,5.0,
TCK21481,2023-08-30,Op007,0.5,0,,56.37,Tel,Relevé compteur,1,0,Vrai,2.0,
TCK21482,2023-04-16,Op006,1.3,Non,9.0,38.92,Tel,Demande d'information,Non,0,Vrai,,
TCK21483,2023-07-16,Op002,9.9,0,4.0,44.46,Mail,Réclamation,Non,0,Vrai,,
TCK21484,2023-06-03,Op005,3.1,Non,7.0,49.31,TEL,Souscription contrat,Non,0,Vrai,,
TCK21485,2023-12-23,Op002,4.3,Non,,28.85,TEL,Réclamation,1,0,Vrai,,
TCK21486,2023-03-23,Op008,5.0,0,10.0,54.01,Chat,Litige paiement,Non,1,Faux,5.0,
TCK21487,2023-05-05,Op008,3.1,oui,,54.39,TEL,Changement d'offre,0,0,Vrai,,
TCK21488,2023-08-30,Op003,3.7,1,3.0,40.08,TEL,Facturation,Non,0,Vrai,,
TCK21489,2023-12-27,Op007,6.5,0,,40.32,Réseaux sociaux,Litige paiement,1,0,Faux,,
TCK21490,2023-09-16,Op008,5.9,Non,9.0,,Tel,Réclamation,1,0,Vrai,6.0,Délai de traitement
TCK21491,2023-02-23,Op008,4.0,0,3.0,35.16,Réseaux sociaux,Résiliation,1,0,Vrai,,
TCK21492,2023-01-29,Op002,4.7,oui,6.0,34.68,Réseaux sociaux,Réclamation,Non,1,Vrai,8.0,
TCK21493,2023-02-12,Op004,4.5,0,5.0,18.92,Chat,Changement d'offre,1,0,Faux,7.0,
TCK21494,2023-06-15,Op001,7.0,Oui,9.0,48.84,TEL,Souscription contrat,Non,0,Faux,2.0,
TCK21495,2023-02-25,Op006,4.6,Non,,,Réseaux sociaux,Changement d'offre,Oui,0,Vrai,5.0,
TCK21496,2023-08-10,Op008,5.7,Non,,22.71,TEL,Changement d'offre,0,0,,,
TCK21497,2023-10-26,Op005,6.2,oui,,53.1,Tel,Demande d'information,1,1,Faux,5.0,
TCK21498,2023-09-20,Op004,4.4,Oui,4.0,16.52,TEL,Facturation,0,0,Vrai,9.0,
TCK21499,2023-09-17,Op002,4.7,oui,,58.78,Réseaux sociaux,Relevé compteur,1,0,Vrai,6.0,
TCK21500,2023-12-19,Op001,4.7,0,7.0,42.32,Tel,Changement d'offre,0,0,Faux,3.0,
TCK21501,2023-04-11,Op005,6.3,1,7.0,37.27,TEL,Litige paiement,Oui,0,Faux,,
TCK21502,2023-08-22,Op008,8.5,Oui,,35.13,Mail,Demande d'information,Non,0,Faux,9.0,
TCK21503,2023-09-24,Op004,4.6,Non,9.0,34.59,TEL,Relevé compteur,Oui,0,Vrai,6.0,Délai de traitement
TCK21504,2023-11-01,Op003,3.5,oui,10.0,17.94,TEL,Changement d'offre,Non,1,Vrai,8.0,
TCK21505,2023-08-31,Op007,3.1,Oui,5.0,19.78,TEL,Relevé compteur,0,0,Vrai,,
TCK21506,2023-02-24,Op003,5.6,0,7.0,40.51,Tel,Relevé compteur,Oui,0,Faux,4.0,
TCK21507,2023-10-05,Op005,1.7,Oui,10.0,17.7,TEL,Panne compteur,1,0,Vrai,9.0,
TCK21508,2023-07-05,Op007,5.6,0,3.0,,Mail,Réclamation,Non,0,Faux,8.0,
TCK21509,2023-12-09,Op003,5.7,Oui,,21.87,TEL,Panne compteur,0,0,Vrai,,
TCK21510,2023-01-25,Op003,5.0,oui,9.0,51.28,Mail,Souscription contrat,1,0,,,
TCK21511,2023-07-07,Op001,4.2,Non,8.0,44.89,TEL,Réclamation,Oui,0,Vrai,9.0,
TCK21512,2023-09-09,Op004,4.2,Non,4.0,37.97,TEL,Demande d'information,Oui,0,Faux,7.0,
TCK21513,2023-08-22,Op007,3.1,Oui,,19.37,TEL,Panne compteur,Non,0,Vrai,10.0,Comportement agent
TCK21514,2023-05-27,Op005,8.4,1,,26.37,Réseaux sociaux,Résiliation,0,0,Vrai,6.0,
TCK21515,2023-07-10,Op006,2.5,1,4.0,49.05,Tel,Facturation,Non,0,,3.0,
TCK21516,2023-10-15,Op003,3.6,1,9.0,51.93,Réseaux sociaux,Relevé compteur,Non,0,Vrai,5.0,
TCK21517,2023-10-23,Op002,6.1,oui,,15.18,Tel,Demande d'information,Oui,0,Vrai,,
TCK21518,2023-05-22,Op007,4.0,1,,14.15,TEL,Litige paiement,1,0,Vrai,3.0,
TCK21519,2023-02-24,Op007,4.9,oui,,42.09,TEL,Panne compteur,1,0,Vrai,0.0,
TCK21520,2023-03-28,Op002,6.1,oui,9.0,28.16,Tel,Relevé compteur,0,0,Vrai,,Comportement agent
TCK21521,2023-11-11,Op001,4.4,Oui,,24.36,Tel,Facturation,1,0,Vrai,,
TCK21522,2023-10-08,Op002,1.1,1,,27.22,Tel,Panne compteur,Oui,0,,,
TCK21523,2023-10-03,Op004,4.6,oui,6.0,44.69,Mail,Litige paiement,1,0,Vrai,9.0,
TCK21524,2023-01-24,Op001,5.6,0,,58.64,TEL,Réclamation,0,1,Vrai,3.0,
TCK21525,2023-04-20,Op006,5.3,0,6.0,23.33,Mail,Réclamation,Non,1,Vrai,4.0,
TCK21526,2023-09-14,Op004,3.1,Non,10.0,43.85,Réseaux sociaux,Facturation,0,0,Vrai,8.0,
TCK21527,2023-07-01,Op004,7.3,1,10.0,,Réseaux sociaux,Résiliation,1,0,Faux,,
TCK21528,2023-09-21,Op002,4.9,oui,,46.45,Mail,Réclamation,1,0,Vrai,7.0,
TCK21529,2023-09-10,Op006,4.5,Non,10.0,57.62,Tel,Déménagement,0,0,Faux,2.0,
TCK21530,2023-11-07,Op003,4.2,oui,9.0,22.59,Tel,Réclamation,Oui,0,Faux,8.0,
TCK21531,2023-03-14,Op008,6.9,Non,8.0,28.52,Mail,Résiliation,Oui,0,Vrai,8.0,
TCK21532,2023-11-23,Op004,4.5,0,5.0,35.25,Mail,Panne compteur,1,0,,5.0,
TCK21533,2023-08-04,Op005,3.8,1,5.0,36.26,Réseaux sociaux,Demande d'information,Non,1,Vrai,9.0,
TCK21534,2023-11-27,Op002,3.8,oui,7.0,31.2,Mail,Demande d'information,Non,1,Vrai,8.0,
TCK21535,2023-06-21,Op005,2.6,Oui,4.0,28.03,Chat,Panne compteur,1,0,Vrai,6.0,Facturation incorrecte
TCK21536,2023-11-22,Op003,4.7,Non,,38.6,TEL,Souscription contrat,0,0,Faux,,
TCK21537,2023-11-19,Op007,7.1,0,,,TEL,Relevé compteur,Oui,0,Vrai,,
TCK21538,2023-09-18,Op008,5.1,1,5.0,16.61,Mail,Déménagement,Oui,0,,0.0,
TCK21539,2023-09-27,Op005,5.2,oui,9.0,45.7,Tel,Déménagement,0,1,Vrai,,
TCK21540,2023-05-29,Op007,1.3,Non,5.0,,Tel,Résiliation,1,0,Faux,7.0,
TCK21541,2023-12-20,Op007,3.5,oui,5.0,12.5,Réseaux sociaux,Réclamation,1,0,Vrai,5.0,
TCK21542,2023-12-09,Op005,0.5,0,9.0,22.58,TEL,Relevé compteur,Oui,0,Vrai,9.0,
TCK21543,2023-09-27,Op001,4.1,Oui,1.0,44.73,Réseaux sociaux,Facturation,1,0,Vrai,4.0,Facturation incorrecte
TCK21544,2023-04-08,Op002,3.1,Non,7.0,12.47,Tel,Facturation,Oui,0,Vrai,,
TCK21545,2023-03-24,Op001,5.9,1,5.0,52.44,Mail,Résiliation,Non,1,Vrai,,
TCK21546,2023-09-09,Op003,1.8,oui,,22.32,Mail,Panne compteur,0,0,Faux,5.0,
TCK21547,2023-02-20,Op001,6.4,0,5.0,10.45,TEL,Réclamation,Non,0,Vrai,6.0,
TCK21548,2023-08-13,Op008,3.5,0,4.0,40.61,Tel,Facturation,1,0,Vrai,,
TCK21549,2023-12-29,Op005,3.8,Non,7.0,18.33,Mail,Souscription contrat,Non,1,Faux,,
TCK21550,2023-06-27,Op001,8.9,0,5.0,24.9,Mail,Changement d'offre,Oui,1,Vrai,,Facturation incorrecte
TCK21551,2023-09-21,Op004,5.9,Oui,,11.75,Chat,Déménagement,0,0,Vrai,5.0,
TCK21552,2023-09-20,Op008,2.9,0,3.0,49.82,Réseaux sociaux,Souscription contrat,0,0,Vrai,10.0,
TCK21553,2023-07-26,Op004,6.5,oui,,31.59,Mail,Litige paiement,1,1,Vrai,10.0,
TCK21554,2023-12-11,Op004,6.0,Non,,45.65,Chat,Litige paiement,Non,1,Vrai,,
TCK21555,2023-05-30,Op003,0.8,Non,5.0,23.68,Chat,Souscription contrat,0,0,Vrai,,
TCK21556,2023-08-20,Op007,4.8,Oui,8.0,26.35,Mail,Demande d'information,1,0,Vrai,1.0,
TCK21557,2023-11-12,Op004,2.7,oui,10.0,32.12,Réseaux sociaux,Réclamation,Non,0,Vrai,6.0,
TCK21558,2023-12-07,Op008,4.3,1,8.0,41.01,Tel,Changement d'offre,Non,0,,5.0,
TCK21559,2023-12-17,Op007,8.5,oui,10.0,37.21,Réseaux sociaux,Réclamation,Non,0,Faux,,
TCK21560,2023-01-21,Op003,6.1,oui,4.0,36.71,Chat,Relevé compteur,Oui,0,Vrai,8.0,
TCK21561,2023-07-14,Op004,6.3,1,9.0,43.95,Mail,Facturation,1,1,Vrai,7.0,Facturation incorrecte
TCK21562,2023-03-23,Op002,4.2,Non,10.0,30.64,Tel,Réclamation,Non,0,Vrai,3.0,
TCK21563,2023-11-22,Op001,6.4,1,5.0,48.21,Réseaux sociaux,Changement d'offre,0,0,Faux,,
TCK21564,2023-01-20,Op005,3.2,Non,,54.61,TEL,Facturation,1,0,Vrai,8.0,
TCK21565,2023-05-07,Op005,4.7,Oui,5.0,11.54,Tel,Relevé compteur,0,0,Vrai,7.0,
TCK21566,2023-07-07,Op005,6.0,1,4.0,57.66,Réseaux sociaux,Réclamation,Non,1,Vrai,2.0,
TCK21567,2023-12-31,Op007,5.9,1,8.0,12.71,Réseaux sociaux,Demande d'information,Oui,0,Faux,8.0,
TCK21568,2023-02-03,Op005,1.9,Oui,7.0,26.53,TEL,Changement d'offre,1,0,Vrai,8.0,
TCK21569,2023-07-28,Op004,7.9,1,8.0,14.52,TEL,Panne compteur,0,0,Vrai,,
TCK21570,2023-12-01,Op004,2.9,0,8.0,,Réseaux sociaux,Relevé compteur,1,1,Faux,2.0,
TCK21571,2023-05-02,Op007,9.4,0,2.0,15.23,TEL,Changement d'offre,Non,1,Vrai,,
TCK21572,2023-01-12,Op001,7.1,1,,48.36,TEL,Déménagement,Oui,0,Vrai,,
TCK21573,2023-12-01,Op007,5.7,Oui,3.0,55.27,Réseaux sociaux,Déménagement,0,0,Vrai,4.0,
TCK21574,2023-06-05,Op002,5.5,oui,5.0,53.27,Tel,Litige paiement,1,0,Vrai,7.0,
TCK21575,2023-02-15,Op007,4.3,Oui,5.0,24.83,Mail,Résiliation,Non,0,Vrai,10.0,
TCK21576,2023-04-23,Op004,4.1,Non,8.0,30.09,Chat,Litige paiement,1,0,Vrai,,
TCK21577,2023-03-22,Op007,2.4,oui,,38.79,Chat,Relevé compteur,Non,0,Faux,,
TCK21578,2023-10-20,Op002,7.2,0,,35.49,Tel,Relevé compteur,1,0,,2.0,
TCK21579,2023-02-01,Op007,5.4,Oui,9.0,15.24,Mail,Réclamation,Non,1,Vrai,5.0,
TCK21580,2023-06-18,Op001,3.7,Oui,10.0,58.56,Tel,Déménagement,Non,0,Faux,9.0,
TCK21581,2023-08-16,Op001,6.0,1,8.0,,Réseaux sociaux,Demande d'information,Non,1,Vrai,8.0,Erreur technique
TCK21582,2023-06-27,Op002,4.2,Non,2.0,12.33,Mail,Litige paiement,1,1,Faux,,
TCK21583,2023-03-19,Op005,4.1,0,9.0,45.26,Tel,Résiliation,Non,0,Vrai,,
TCK21584,2023-05-21,Op005,4.1,0,8.0,56.43,Tel,Facturation,0,0,Vrai,,
TCK21585,2023-05-17,Op002,6.6,Oui,,39.51,Chat,Litige paiement,Oui,1,,5.0,
TCK21586,2023-03-28,Op007,6.4,Non,7.0,24.84,TEL,Réclamation,Non,1,Vrai,6.0,
TCK21587,2023-03-07,Op002,5.2,oui,9.0,27.71,Mail,Souscription contrat,0,1,Vrai,,
TCK21588,2023-07-05,Op005,4.8,0,5.0,30.49,Tel,Réclamation,0,1,Faux,0.0,
TCK21589,2023-06-10,Op004,4.2,oui,,59.54,Mail,Litige paiement,Oui,0,Vrai,,
TCK21590,2023-10-16,Op004,9.2,oui,9.0,36.49,Mail,Panne compteur,1,0,Vrai,,
TCK21591,2023-08-01,Op005,2.1,Non,1.0,,Mail,Facturation,1,0,Faux,,
TCK21592,2023-11-03,Op004,3.6,Non,6.0,54.78,Tel,Panne compteur,Non,1,Vrai,,
TCK21593,2023-01-18,Op008,4.1,Non,,50.13,TEL,Changement d'offre,Oui,0,Vrai,9.0,
TCK21594,2023-10-12,Op001,5.2,0,,41.29,Chat,Relevé compteur,Oui,0,Vrai,,
TCK21595,2023-03-18,Op007,3.6,0,4.0,30.46,Réseaux sociaux,Changement d'offre,Oui,0,Vrai,8.0,
TCK21596,2023-12-14,Op002,5.6,0,4.0,45.01,TEL,Panne compteur,Oui,0,Faux,5.0,
TCK21597,2023-04-03,Op004,3.7,Oui,,37.39,Chat,Déménagement,0,1,Vrai,,
TCK21598,2023-07-25,Op002,3.1,0,5.0,33.7,Chat,Changement d'offre,1,0,Vrai,10.0,
TCK21599,2023-09-01,Op004,4.9,0,10.0,19.69,Chat,Changement d'offre,1,0,,6.0,
TCK21600,2023-05-16,Op002,5.6,Non,,,Réseaux sociaux,Changement d'offre,0,0,Vrai,8.0,
TCK21601,2023-01-15,Op007,2.5,Non,10.0,55.56,Tel,Demande d'information,1,0,Vrai,,
TCK21602,2023-11-16,Op003,2.1,1,,42.44,Tel,Panne compteur,1,0,Vrai,9.0,
TCK21603,2023-02-13,Op001,3.7,oui,4.0,53.56,Chat,Déménagement,0,0,Vrai,,
TCK21604,2023-12-03,Op005,5.5,1,10.0,36.83,TEL,Panne compteur,Non,0,Faux,,
TCK21605,2023-04-08,Op008,5.2,Non,9.0,47.59,Chat,Changement d'offre,1,0,Vrai,,
TCK21606,2023-08-22,Op008,3.8,oui,,29.48,Réseaux sociaux,Panne compteur,Oui,0,Vrai,,
TCK21607,2023-07-06,Op008,2.9,1,2.0,35.56,Mail,Relevé compteur,Non,0,Vrai,,
TCK21608,2023-06-13,Op008,4.2,Oui,9.0,,Chat,Demande d'information,0,0,Vrai,,
TCK21609,2023-10-18,Op005,4.1,1,1.0,27.88,Chat,Litige paiement,Non,0,Vrai,4.0,
TCK21610,2023-03-29,Op008,6.0,Non,8.0,55.14,TEL,Résiliation,0,0,Faux,2.0,
TCK21611,2023-10-26,Op002,1.8,Non,,58.11,Mail,Déménagement,Non,1,Vrai,2.0,
TCK21612,2023-12-10,Op004,6.3,oui,8.0,36.26,TEL,Facturation,1,0,Vrai,,
TCK21613,2023-05-14,Op002,5.3,oui,9.0,20.42,TEL,Demande d'information,1,1,Vrai,,
TCK21614,2023-01-16,Op003,9.3,1,4.0,47.12,TEL,Résiliation,Oui,0,Vrai,9.0,
TCK21615,2023-08-30,Op005,6.6,0,7.0,,Réseaux sociaux,Souscription contrat,1,0,Vrai,10.0,
TCK21616,2023-10-27,Op003,3.4,0,3.0,28.2,Réseaux sociaux,Litige paiement,Oui,0,Vrai,9.0,
TCK21617,2023-07-07,Op008,2.2,0,,57.97,Réseaux sociaux,Résiliation,1,1,Faux,,
TCK21618,2023-10-15,Op007,7.3,0,8.0,47.54,Chat,Réclamation,0,1,Vrai,,
TCK21619,2023-07-17,Op002,3.9,Non,7.0,23.28,Mail,Déménagement,1,0,,10.0,
TCK21620,2023-12-16,Op008,6.2,1,6.0,33.76,TEL,Facturation,1,0,Vrai,5.0,Facturation incorrecte
TCK21621,2023-11-06,Op001,4.8,oui,9.0,57.26,Mail,Changement d'offre,Non,0,Vrai,6.0,
TCK21622,2023-01-08,Op008,4.9,Non,4.0,29.12,Mail,Souscription contrat,1,0,Faux,,
TCK21623,2023-03-29,Op004,6.6,0,9.0,56.73,TEL,Changement d'offre,1,0,Faux,9.0,Erreur technique
TCK21624,2023-07-18,Op002,6.9,oui,9.0,32.31,Réseaux sociaux,Déménagement,Non,0,Vrai,8.0,
TCK21625,2023-09-08,Op002,0.2,1,,38.24,Chat,Déménagement,Non,1,Vrai,,Facturation incorrecte
TCK21626,2023-03-12,Op008,3.4,Oui,,54.1,Chat,Panne compteur,Non,0,,9.0,
TCK21627,2023-04-23,Op002,4.4,0,,32.22,TEL,Souscription contrat,Oui,1,Vrai,5.0,
TCK21628,2023-05-24,Op001,2.6,1,8.0,10.17,Tel,Souscription contrat,1,0,Vrai,,
TCK21629,2023-08-29,Op001,5.0,Oui,9.0,22.26,TEL,Changement d'offre,Non,1,Vrai,,Délai de traitement
TCK21630,2023-03-06,Op008,3.5,oui,,55.44,Chat,Déménagement,0,0,,4.0,
TCK21631,2023-12-07,Op004,5.0,0,,20.75,Tel,Demande d'information,1,1,Vrai,8.0,Erreur technique
TCK21632,2023-10-28,Op002,3.5,Non,6.0,10.7,Réseaux sociaux,Demande d'information,0,0,Faux,,
TCK21633,2023-11-17,Op008,3.6,Non,3.0,48.59,Chat,Souscription contrat,Non,0,Faux,1.0,
TCK21634,2023-03-10,Op004,5.0,1,9.0,19.41,Chat,Résiliation,Oui,1,Faux,,
TCK21635,2023-03-14,Op008,6.2,0,9.0,24.26,Chat,Litige paiement,Non,1,Vrai,,
TCK21636,2023-12-29,Op001,5.6,0,,,Mail,Déménagement,Non,1,Vrai,,
TCK21637,2023-07-30,Op001,4.4,oui,5.0,22.37,TEL,Facturation,Non,0,Vrai,8.0,
TCK21638,2023-07-06,Op001,3.7,Non,,24.89,Mail,Relevé compteur,0,0,Vrai,,
TCK21639,2023-05-31,Op004,7.5,Non,5.0,,Mail,Changement d'offre,Oui,0,,4.0,
TCK21640,2023-12-19,Op004,3.1,0,5.0,49.93,Chat,Litige paiement,Non,0,Vrai,,
TCK21641,2023-02-03,Op001,4.4,1,3.0,,Réseaux sociaux,Réclamation,1,0,Vrai,,
TCK21642,2023-01-12,Op008,6.0,1,4.0,13.42,Chat,Facturation,Non,0,,10.0,
TCK21643,2023-10-21,Op003,2.8,Oui,,57.75,Chat,Souscription contrat,Oui,0,Vrai,7.0,
TCK21644,2023-06-15,Op002,4.9,oui,5.0,50.47,Tel,Facturation,0,0,Vrai,,
TCK21645,2023-08-05,Op008,4.2,oui,8.0,58.39,Mail,Réclamation,1,0,Faux,1.0,
TCK21646,2023-12-13,Op001,7.7,oui,,28.54,TEL,Relevé compteur,1,0,Vrai,,Facturation incorrecte
TCK21647,2023-12-21,Op002,4.2,oui,10.0,19.22,Chat,Changement d'offre,Oui,0,Vrai,9.0,
TCK21648,2023-01-07,Op005,2.3,1,9.0,,Réseaux sociaux,Déménagement,Oui,0,Vrai,7.0,
TCK21649,2023-09-17,Op007,4.1,Non,9.0,59.1,Mail,Demande d'information,Oui,0,Vrai,2.0,
TCK21650,2023-02-12,Op002,4.8,Non,2.0,41.32,TEL,Demande d'information,0,0,Vrai,,
TCK21651,2023-08-06,Op007,3.0,0,,,TEL,Demande d'information,Non,0,Faux,,
TCK21652,2023-01-02,Op003,8.2,oui,,,Tel,Panne compteur,0,1,Vrai,8.0,
TCK21653,2023-06-21,Op006,5.4,1,9.0,15.81,Réseaux sociaux,Panne compteur,Oui,1,Vrai,3.0,
TCK21654,2023-08-30,Op007,1.3,1,9.0,57.01,TEL,Facturation,Oui,0,Vrai,1.0,
TCK21655,2023-02-25,Op006,5.3,1,8.0,48.1,Mail,Changement d'offre,0,0,Vrai,6.0,
TCK21656,2023-05-15,Op007,2.9,Non,9.0,10.56,Chat,Demande d'information,Oui,0,Vrai,5.0,
TCK21657,2023-11-21,Op008,3.4,1,,22.12,Chat,Changement d'offre,1,0,Vrai,,
TCK21658,2023-04-09,Op003,2.5,oui,10.0,35.45,Tel,Panne compteur,Non,1,Faux,3.0,
TCK21659,2023-10-17,Op006,5.8,0,8.0,54.39,Tel,Facturation,1,0,Vrai,10.0,
TCK21660,2023-03-18,Op001,2.9,oui,9.0,28.62,Réseaux sociaux,Facturation,1,0,Vrai,8.0,Facturation incorrecte
TCK21661,2023-07-05,Op006,7.4,1,,32.79,Chat,Changement d'offre,Non,0,Vrai,5.0,
TCK21662,2023-06-22,Op008,5.3,oui,9.0,28.21,Tel,Déménagement,Oui,1,Vrai,0.0,
TCK21663,2023-11-13,Op001,2.5,1,,52.62,Réseaux sociaux,Relevé compteur,0,0,Vrai,7.0,
TCK21664,2023-05-08,Op001,5.6,oui,3.0,28.21,Mail,Réclamation,Non,0,Vrai,,
TCK21665,2023-10-12,Op008,7.0,Oui,8.0,,Tel,Déménagement,1,1,Vrai,5.0,
TCK21666,2023-03-29,Op003,5.7,1,9.0,34.32,Chat,Changement d'offre,1,0,Vrai,,
TCK21667,2023-02-09,Op001,3.3,Oui,10.0,21.24,Réseaux sociaux,Facturation,Oui,0,Vrai,,
TCK21668,2023-10-31,Op005,3.7,Non,8.0,48.86,Réseaux sociaux,Résiliation,Non,0,,,
TCK21669,2023-04-05,Op007,3.7,Non,9.0,21.45,Mail,Réclamation,1,0,Faux,9.0,
TCK21670,2023-11-29,Op007,0.2,1,4.0,38.98,Mail,Résiliation,1,0,Vrai,10.0,
TCK21671,2023-05-22,Op003,7.1,0,5.0,53.86,Chat,Relevé compteur,0,0,Vrai,,
TCK21672,2023-12-16,Op003,4.2,1,2.0,10.77,Tel,Demande d'information,Oui,0,Vrai,5.0,
TCK21673,2023-05-29,Op003,6.4,Oui,6.0,31.32,TEL,Souscription contrat,Non,0,Faux,10.0,
TCK21674,2023-08-29,Op004,6.5,oui,8.0,42.57,Tel,Résiliation,Non,0,Vrai,7.0,
TCK21675,2023-02-21,Op003,8.3,Non,,17.7,Réseaux sociaux,Changement d'offre,Oui,0,Vrai,2.0,
