N_Contact,Date,Agent_ID,Handling_Time_Sec,Status,Rating,Billed_Amount,Channel,Topic,Handled,Repeat_Call,Compliance,NPS_Score,Complaint
CNT-71306,03/26/2023,107,229,Resolved,4.0,10.11,Email,Changement d'offre,Yes,Yes,N/A,5.0,No
CNT-71307,10/28/2023,105,408,resolved,5.0,38.11,Social Media,Demande d'information,Yes,No,Non-compliant,2.0,No
CNT-71308,10/03/2023,106,263,resolved,5.0,32.83,Email,Souscription contrat,yes,No,Compliant,,Yes
CNT-71309,02/01/2023,109,362,Resolved,4.0,15.68,Chat,Relevé compteur,Yes,No,Compliant,8.0,No
CNT-71310,09/10/2023,108,189,Resolved,4.0,26.66,Chat,Litige paiement,Yes,No,Compliant,4.0,No
CNT-71311,04/28/2023,101,185,Resolved,5.0,47.05,Email,Panne compteur,Yes,No,Compliant,,No
CNT-71312,03/26/2023,109,121,Unresolved,5.0,19.91,Chat,Panne compteur,Yes,No,Compliant,,No
CNT-71313,11/26/2023,106,269,Resolved,4.0,24.74,Chat,Panne compteur,Yes,No,Compliant,8.0,No
CNT-71314,07/27/2023,101,160,resolved,4.0,25.09,Chat,Changement d'offre,Yes,No,Compliant,7.0,No
CNT-71315,09/23/2023,105,464,Unresolved,3.0,32.15,Chat,Facturation,Yes,No,Compliant,9.0,No
CNT-71316,01/02/2023,103,N/A,Resolved,3.0,10.0,Email,Réclamation,Yes,No,Compliant,8.0,Yes
CNT-71317,06/24/2023,107,248,Pending,4.0,19.3,Phone,Résiliation,Yes,No,Compliant,2.0,No
CNT-71318,03/29/2023,101,233,Unresolved,,,Email,Réclamation,No,No,Compliant,,No
CNT-71319,01/27/2023,106,193,Unresolved,3.0,40.69,Chat,Réclamation,No,No,N/A,6.0,No
CNT-71320,02/27/2023,101,337,Pending,5.0,43.95,Social Media,Réclamation,Yes,Yes,Compliant,7.0,No
CNT-71321,03/09/2023,108,411,Pending,5.0,20.56,Chat,Déménagement,Yes,No,N/A,9.0,No
CNT-71322,01/27/2023,107,235,resolved,3.0,25.44,Chat,Déménagement,Yes,No,Compliant,10.0,No
CNT-71323,10/03/2023,106,352,Pending,5.0,25.62,Social Media,Déménagement,Yes,No,Compliant,8.0,No
CNT-71324,02/06/2023,105,220,resolved,5.0,,Phone,Facturation,Yes,No,Compliant,9.0,Yes
CNT-71325,03/05/2023,104,171,Unresolved,,22.09,phone,Réclamation,No,No,N/A,,No
CNT-71326,11/23/2023,109,222,Resolved,4.0,14.07,Social Media,Demande d'information,Yes,No,Compliant,,No
CNT-71327,05/17/2023,106,346,Resolved,2.0,35.47,Chat,Relevé compteur,Yes,No,Compliant,,No
CNT-71328,11/20/2023,108,264,Unresolved,1.0,18.83,Social Media,Souscription contrat,,No,Compliant,,No
CNT-71329,03/29/2023,103,127,Unresolved,4.0,47.23,phone,Réclamation,Yes,No,N/A,,No
CNT-71330,03/12/2023,109,173,Pending,3.0,18.93,Phone,Résiliation,No,No,Non-compliant,9.0,No
CNT-71331,10/24/2023,106,94,Resolved,,45.52,Phone,Facturation,Yes,No,Non-compliant,10.0,No
CNT-71332,07/11/2023,105,244,Unresolved,5.0,35.92,Social Media,Déménagement,Yes,No,Compliant,,No
CNT-71333,05/06/2023,103,340,Resolved,,15.79,Social Media,Panne compteur,Yes,No,N/A,9.0,No
CNT-71334,09/05/2023,106,458,Pending,,24.8,Phone,Relevé compteur,Yes,No,Compliant,,Yes
CNT-71335,11/01/2023,107,161,Unresolved,2.0,23.66,Social Media,Déménagement,Yes,No,N/A,8.0,No
CNT-71336,08/17/2023,103,298,Unresolved,5.0,20.04,Phone,Changement d'offre,Yes,No,Compliant,,No
CNT-71337,05/29/2023,103,434,Unresolved,2.0,49.97,phone,Demande d'information,No,No,Compliant,1.0,No
CNT-71338,10/09/2023,103,430,Resolved,5.0,36.98,Phone,Demande d'information,Yes,No,Compliant,,No
CNT-71339,02/26/2023,104,344,Unresolved,4.0,43.66,Social Media,Panne compteur,Yes,No,Non-compliant,7.0,No
CNT-71340,04/21/2023,104,332,resolved,5.0,37.1,Social Media,Changement d'offre,Yes,No,Compliant,,No
CNT-71341,02/03/2023,109,N/A,Resolved,4.0,25.95,phone,Déménagement,Yes,No,Non-compliant,10.0,No
CNT-71342,09/02/2023,109,393,Unresolved,3.0,39.39,Phone,Souscription contrat,No,No,Non-compliant,,No
CNT-71343,05/16/2023,109,182,Resolved,5.0,33.89,Chat,Déménagement,Yes,No,Compliant,7.0,No
CNT-71344,12/25/2023,103,301,Pending,5.0,31.63,Email,Relevé compteur,Yes,Yes,Compliant,7.0,No
CNT-71345,09/12/2023,103,239,Unresolved,3.0,41.41,Chat,Panne compteur,Yes,No,Compliant,9.0,No
CNT-71346,11/10/2023,101,197,resolved,4.0,44.86,phone,Réclamation,Yes,No,Compliant,,No
CNT-71347,10/06/2023,107,144,resolved,4.0,11.05,Email,Changement d'offre,Yes,No,Compliant,,Yes
CNT-71348,04/16/2023,107,N/A,resolved,5.0,39.8,Social Media,Souscription contrat,No,No,Compliant,5.0,No
CNT-71349,12/17/2023,108,457,resolved,,,Social Media,Relevé compteur,No,No,N/A,,No
CNT-71350,04/12/2023,105,167,Resolved,5.0,46.97,Social Media,Réclamation,Yes,No,Compliant,9.0,Yes
CNT-71351,12/20/2023,107,188,Pending,4.0,,Phone,Changement d'offre,Yes,Yes,Compliant,3.0,No
CNT-71352,05/11/2023,106,167,Unresolved,4.0,16.91,Chat,Demande d'information,Yes,No,Non-compliant,,No
CNT-71353,03/19/2023,106,276,Unresolved,4.0,49.95,phone,Relevé compteur,Yes,No,Compliant,8.0,No
CNT-71354,08/06/2023,104,304,Resolved,5.0,26.23,Chat,Litige paiement,Yes,No,Compliant,,No
CNT-71355,01/30/2023,108,N/A,Unresolved,2.0,45.31,phone,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-71356,02/12/2023,102,315,Resolved,,9.44,phone,Facturation,Yes,Yes,Non-compliant,9.0,No
CNT-71357,10/20/2023,106,405,Unresolved,4.0,45.07,phone,Résiliation,Yes,No,Compliant,10.0,No
CNT-71358,06/01/2023,101,333,Unresolved,4.0,29.32,Phone,Facturation,Yes,No,Compliant,3.0,Yes
CNT-71359,10/23/2023,109,250,Resolved,5.0,37.46,Phone,Réclamation,Yes,No,Non-compliant,4.0,No
CNT-71360,01/26/2023,109,269,Resolved,5.0,22.86,Email,Déménagement,No,No,Compliant,9.0,No
CNT-71361,06/06/2023,109,243,Resolved,4.0,23.41,Social Media,Réclamation,Yes,No,Compliant,,No
CNT-71362,03/27/2023,101,204,Resolved,5.0,45.57,Phone,Réclamation,No,Yes,Compliant,,No
CNT-71363,04/22/2023,107,158,Unresolved,4.0,24.1,Chat,Déménagement,Yes,Yes,Non-compliant,,No
CNT-71364,11/26/2023,101,219,Unresolved,4.0,33.24,Social Media,Panne compteur,No,No,Compliant,,No
CNT-71365,09/01/2023,109,281,Pending,2.0,28.76,Email,Réclamation,Yes,No,Compliant,5.0,No
CNT-71366,06/10/2023,109,410,Pending,5.0,16.91,Phone,Demande d'information,Yes,No,Compliant,9.0,No
CNT-71367,07/28/2023,107,235,resolved,3.0,32.06,Email,Résiliation,No,No,N/A,4.0,No
CNT-71368,11/29/2023,104,238,Unresolved,,,phone,Résiliation,Yes,No,Compliant,,No
CNT-71369,08/16/2023,105,199,Unresolved,5.0,18.26,phone,Souscription contrat,No,No,Compliant,2.0,No
CNT-71370,10/06/2023,104,251,Unresolved,,39.79,Social Media,Changement d'offre,Yes,No,Compliant,2.0,No
CNT-71371,02/17/2023,104,441,Pending,,30.13,Phone,Panne compteur,Yes,No,Compliant,,No
CNT-71372,10/22/2023,103,282,resolved,5.0,43.16,phone,Résiliation,Yes,No,Compliant,,No
CNT-71373,05/06/2023,102,221,Unresolved,4.0,46.04,Chat,Panne compteur,Yes,No,N/A,,No
CNT-71374,01/26/2023,103,413,resolved,2.0,39.83,Email,Réclamation,No,No,Compliant,,No
CNT-71375,01/12/2023,106,303,Resolved,,,Chat,Réclamation,yes,No,Compliant,9.0,No
CNT-71376,12/29/2023,107,232,Resolved,2.0,11.91,phone,Relevé compteur,,No,Non-compliant,8.0,No
CNT-71377,05/07/2023,101,231,resolved,4.0,22.12,Social Media,Litige paiement,Yes,Yes,Compliant,7.0,No
CNT-71378,04/24/2023,105,270,resolved,5.0,26.67,Chat,Litige paiement,Yes,No,Compliant,8.0,No
CNT-71379,11/19/2023,107,259,Pending,2.0,38.78,phone,Réclamation,yes,No,N/A,,No
CNT-71380,06/17/2023,104,161,Unresolved,2.0,11.4,Phone,Déménagement,No,No,Compliant,4.0,No
CNT-71381,06/23/2023,103,324,Pending,2.0,31.39,Chat,Facturation,Yes,No,Compliant,4.0,No
CNT-71382,03/06/2023,104,338,Pending,3.0,24.66,Chat,Réclamation,No,No,Compliant,3.0,No
CNT-71383,02/28/2023,103,232,Pending,,37.27,Social Media,Résiliation,Yes,No,Compliant,,No
CNT-71384,10/24/2023,104,201,Pending,3.0,12.21,Email,Facturation,Yes,No,Compliant,5.0,Yes
CNT-71385,12/04/2023,106,272,Unresolved,4.0,9.85,Email,Résiliation,Yes,No,Compliant,5.0,No
CNT-71386,01/30/2023,105,395,resolved,4.0,16.08,phone,Résiliation,Yes,No,Compliant,,No
CNT-71387,04/23/2023,105,188,resolved,4.0,33.84,Social Media,Panne compteur,Yes,No,Compliant,,No
CNT-71388,02/07/2023,106,351,resolved,4.0,41.73,Social Media,Panne compteur,Yes,No,Compliant,8.0,No
CNT-71389,08/05/2023,107,194,Pending,4.0,40.79,phone,Déménagement,Yes,No,Compliant,1.0,No
CNT-71390,07/18/2023,102,78,Resolved,5.0,42.19,Email,Résiliation,Yes,No,Compliant,7.0,No
CNT-71391,04/04/2023,109,280,Pending,5.0,16.63,Chat,Demande d'information,Yes,No,Compliant,10.0,No
CNT-71392,11/24/2023,109,172,Pending,5.0,36.64,phone,Litige paiement,Yes,No,Compliant,6.0,No
CNT-71393,04/22/2023,107,201,Pending,3.0,37.14,Email,Déménagement,Yes,No,N/A,8.0,No
CNT-71394,02/20/2023,105,160,Pending,5.0,,Chat,Litige paiement,Yes,No,Compliant,6.0,No
CNT-71395,12/04/2023,104,439,Resolved,5.0,13.11,Email,Souscription contrat,Yes,No,Compliant,9.0,No
CNT-71396,06/20/2023,109,261,Unresolved,4.0,25.69,Email,Résiliation,Yes,No,Compliant,6.0,No
CNT-71397,11/22/2023,103,348,Pending,,33.14,Social Media,Demande d'information,Yes,No,Compliant,9.0,No
CNT-71398,03/03/2023,108,228,Unresolved,3.0,25.63,phone,Déménagement,Yes,Yes,Compliant,9.0,No
CNT-71399,05/07/2023,101,233,Unresolved,4.0,18.32,phone,Litige paiement,yes,Yes,Compliant,,No
CNT-71400,01/23/2023,108,302,Unresolved,4.0,30.76,phone,Relevé compteur,Yes,No,Compliant,,No
CNT-71401,07/22/2023,109,232,resolved,4.0,28.82,Social Media,Litige paiement,No,No,Compliant,7.0,No
CNT-71402,06/11/2023,103,286,resolved,3.0,13.6,Chat,Changement d'offre,Yes,No,Compliant,9.0,No
CNT-71403,03/19/2023,103,271,Resolved,5.0,43.17,Email,Litige paiement,Yes,No,Compliant,,No
CNT-71404,09/25/2023,106,150,Pending,3.0,21.18,Chat,Litige paiement,No,No,N/A,7.0,No
CNT-71405,06/06/2023,104,286,resolved,5.0,28.78,phone,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-71406,09/13/2023,107,152,Unresolved,5.0,30.93,phone,Résiliation,,No,Compliant,,No
CNT-71407,10/27/2023,105,339,Pending,5.0,37.07,Email,Réclamation,No,No,Compliant,8.0,No
CNT-71408,09/07/2023,107,370,Unresolved,2.0,,Social Media,Demande d'information,Yes,No,Compliant,,No
CNT-71409,03/08/2023,103,244,Unresolved,1.0,44.65,Email,Demande d'information,Yes,No,Compliant,2.0,No
CNT-71410,05/21/2023,103,306,resolved,4.0,12.1,Email,Résiliation,Yes,Yes,Compliant,,No
CNT-71411,02/12/2023,102,257,resolved,4.0,9.14,Phone,Changement d'offre,Yes,No,Compliant,,No
CNT-71412,03/24/2023,105,399,Unresolved,2.0,34.8,Email,Déménagement,Yes,No,N/A,2.0,No
CNT-71413,10/03/2023,105,95,Resolved,3.0,28.53,Email,Demande d'information,No,No,Compliant,7.0,No
CNT-71414,04/14/2023,108,255,resolved,3.0,43.94,phone,Demande d'information,Yes,No,N/A,,No
CNT-71415,06/25/2023,106,254,Unresolved,4.0,44.58,Email,Réclamation,Yes,No,Compliant,8.0,Yes
CNT-71416,05/16/2023,105,377,Pending,1.0,33.5,Phone,Facturation,No,Yes,Compliant,8.0,No
CNT-71417,07/30/2023,101,384,Unresolved,5.0,17.32,Email,Relevé compteur,Yes,No,Compliant,,No
CNT-71418,08/18/2023,109,435,Unresolved,4.0,31.03,Social Media,Réclamation,Yes,No,Non-compliant,4.0,No
CNT-71419,03/06/2023,109,195,resolved,4.0,9.76,Email,Panne compteur,Yes,Yes,Compliant,8.0,No
CNT-71420,09/29/2023,104,329,Unresolved,5.0,46.85,Email,Facturation,Yes,Yes,Compliant,8.0,No
CNT-71421,12/20/2023,105,117,Unresolved,5.0,12.94,Phone,Demande d'information,Yes,No,Compliant,,No
CNT-71422,06/28/2023,104,-51,Unresolved,4.0,25.82,Chat,Changement d'offre,Yes,No,Compliant,,Yes
CNT-71423,09/05/2023,103,281,Resolved,3.0,43.26,Chat,Panne compteur,Yes,No,Compliant,,No
CNT-71424,07/17/2023,105,N/A,Resolved,4.0,11.7,Email,Demande d'information,Yes,No,Non-compliant,,No
CNT-71425,05/25/2023,102,243,Resolved,,,Email,Réclamation,Yes,No,Compliant,8.0,No
CNT-71426,08/20/2023,102,249,Resolved,5.0,38.45,Phone,Déménagement,No,No,Compliant,,No
CNT-71427,12/19/2023,105,208,Pending,4.0,17.35,Email,Résiliation,Yes,No,N/A,6.0,No
CNT-71428,03/12/2023,103,395,Resolved,,19.46,Phone,Résiliation,Yes,Yes,Non-compliant,8.0,No
CNT-71429,02/23/2023,103,366,Pending,,,Social Media,Panne compteur,Yes,No,N/A,6.0,No
CNT-71430,12/02/2023,105,423,resolved,,28.13,Email,Demande d'information,Yes,No,Compliant,7.0,No
CNT-71431,11/16/2023,102,348,Pending,4.0,22.81,Chat,Résiliation,Yes,No,Compliant,6.0,No
CNT-71432,08/08/2023,102,283,Resolved,4.0,26.5,Chat,Relevé compteur,Yes,No,Compliant,10.0,No
CNT-71433,09/27/2023,101,265,Unresolved,3.0,25.06,Phone,Souscription contrat,yes,No,Compliant,,No
CNT-71434,09/23/2023,105,179,Pending,3.0,31.68,phone,Relevé compteur,Yes,No,N/A,,No
CNT-71435,07/29/2023,108,253,Pending,3.0,22.48,Chat,Réclamation,Yes,Yes,Compliant,,No
CNT-71436,11/09/2023,108,250,Resolved,,9.14,Email,Demande d'information,Yes,No,Compliant,3.0,No
CNT-71437,01/18/2023,109,N/A,resolved,4.0,25.47,Email,Relevé compteur,Yes,No,Compliant,9.0,No
CNT-71438,10/22/2023,103,279,Pending,5.0,20.4,Chat,Demande d'information,Yes,No,Compliant,,No
CNT-71439,08/06/2023,104,115,resolved,3.0,29.24,phone,Déménagement,Yes,No,Compliant,5.0,No
CNT-71440,05/08/2023,108,94,Pending,5.0,37.72,Social Media,Litige paiement,Yes,No,Compliant,,No
CNT-71441,07/24/2023,104,214,Resolved,4.0,14.19,Chat,Souscription contrat,No,No,Compliant,,No
CNT-71442,03/17/2023,109,258,Pending,5.0,28.18,phone,Résiliation,Yes,No,Compliant,9.0,No
CNT-71443,03/28/2023,108,470,Unresolved,,29.39,phone,Souscription contrat,Yes,No,Compliant,,No
CNT-71444,08/28/2023,107,56,Resolved,3.0,29.49,Phone,Changement d'offre,Yes,No,Compliant,4.0,No
CNT-71445,10/16/2023,106,140,Resolved,5.0,30.67,Email,Relevé compteur,Yes,No,Compliant,,No
CNT-71446,03/27/2023,101,370,resolved,4.0,24.48,phone,Relevé compteur,Yes,No,Compliant,,No
CNT-71447,07/20/2023,103,360,Unresolved,1.0,25.96,Social Media,Réclamation,Yes,No,Compliant,,No
CNT-71448,09/30/2023,103,324,Unresolved,5.0,27.59,Email,Souscription contrat,Yes,No,Compliant,5.0,No
CNT-71449,04/08/2023,102,37,Pending,,45.47,phone,Litige paiement,Yes,No,Non-compliant,7.0,No
CNT-71450,09/05/2023,106,321,Resolved,5.0,38.07,Email,Réclamation,Yes,No,Compliant,6.0,No
CNT-71451,06/04/2023,109,290,resolved,5.0,48.81,Phone,Réclamation,No,No,Compliant,4.0,No
CNT-71452,12/05/2023,107,295,Pending,5.0,15.48,Social Media,Panne compteur,Yes,Yes,Compliant,10.0,No
CNT-71453,10/11/2023,101,270,Unresolved,4.0,11.15,Social Media,Litige paiement,Yes,Yes,N/A,,No
CNT-71454,08/27/2023,104,288,Resolved,5.0,26.12,phone,Réclamation,,Yes,Compliant,,No
CNT-71455,04/04/2023,104,264,Unresolved,3.0,17.69,Phone,Panne compteur,Yes,No,N/A,,No
CNT-71456,03/13/2023,107,476,Unresolved,4.0,21.92,Social Media,Changement d'offre,Yes,No,Compliant,,Yes
CNT-71457,09/17/2023,108,291,Resolved,5.0,38.31,phone,Déménagement,Yes,No,Compliant,9.0,No
CNT-71458,07/09/2023,103,159,Pending,,24.23,Social Media,Résiliation,Yes,No,Compliant,8.0,No
CNT-71459,07/25/2023,108,139,Pending,2.0,25.18,Social Media,Résiliation,Yes,No,Compliant,4.0,No
CNT-71460,01/11/2023,103,283,Resolved,4.0,23.98,Social Media,Résiliation,Yes,No,Compliant,7.0,No
CNT-71461,06/04/2023,109,224,Unresolved,,45.07,Phone,Déménagement,Yes,No,Non-compliant,1.0,No
CNT-71462,01/29/2023,108,19,Unresolved,4.0,30.26,Chat,Réclamation,Yes,No,N/A,8.0,No
CNT-71463,12/17/2023,103,304,Resolved,4.0,22.31,phone,Souscription contrat,Yes,No,Compliant,,No
CNT-71464,03/02/2023,104,182,Pending,4.0,34.47,Email,Litige paiement,Yes,No,Compliant,7.0,No
CNT-71465,10/27/2023,109,283,Pending,5.0,20.29,Phone,Souscription contrat,Yes,Yes,Compliant,,No
CNT-71466,04/10/2023,104,263,Unresolved,,32.72,Email,Souscription contrat,Yes,No,Compliant,8.0,No
CNT-71467,04/20/2023,107,225,Resolved,4.0,26.49,Email,Déménagement,Yes,No,Compliant,8.0,No
CNT-71468,10/16/2023,107,169,Unresolved,3.0,29.95,Email,Panne compteur,Yes,No,Compliant,,No
CNT-71469,12/02/2023,101,286,Unresolved,3.0,29.39,Email,Demande d'information,,No,Compliant,8.0,No
CNT-71470,03/30/2023,109,274,Pending,,42.14,Chat,Résiliation,Yes,No,Compliant,3.0,No
CNT-71471,08/08/2023,109,198,resolved,5.0,,Email,Résiliation,Yes,No,Compliant,8.0,No
CNT-71472,03/10/2023,101,182,resolved,5.0,44.35,phone,Changement d'offre,Yes,No,Compliant,6.0,No
CNT-71473,05/01/2023,102,324,Resolved,4.0,23.04,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-71474,08/07/2023,109,512,resolved,5.0,19.15,Phone,Demande d'information,Yes,No,Compliant,3.0,No
CNT-71475,02/11/2023,107,224,Resolved,5.0,40.63,Email,Réclamation,Yes,No,Compliant,,No
CNT-71476,01/03/2023,102,248,resolved,5.0,33.94,Social Media,Facturation,Yes,No,Compliant,,No
CNT-71477,11/30/2023,106,262,Pending,,29.15,Phone,Réclamation,yes,No,Compliant,,No
CNT-71478,04/16/2023,103,229,Resolved,3.0,31.18,Chat,Déménagement,No,No,N/A,8.0,No
CNT-71479,07/30/2023,108,318,Pending,5.0,21.98,Email,Relevé compteur,Yes,Yes,Compliant,4.0,No
CNT-71480,05/14/2023,105,374,Resolved,4.0,29.43,phone,Réclamation,Yes,No,Compliant,5.0,No
CNT-71481,05/08/2023,105,207,Unresolved,5.0,25.26,Phone,Déménagement,yes,No,Compliant,,No
CNT-71482,11/11/2023,109,261,Resolved,5.0,28.16,Chat,Réclamation,Yes,No,Compliant,6.0,Yes
CNT-71483,04/10/2023,104,332,Unresolved,5.0,,Phone,Litige paiement,No,No,Non-compliant,6.0,No
CNT-71484,06/06/2023,101,142,Resolved,2.0,22.32,Social Media,Panne compteur,Yes,No,Compliant,8.0,No
CNT-71485,09/25/2023,102,345,resolved,5.0,47.21,Social Media,Résiliation,Yes,No,N/A,,No
CNT-71486,03/31/2023,109,355,resolved,3.0,20.12,Phone,Panne compteur,Yes,No,Compliant,5.0,No
CNT-71487,07/11/2023,109,312,Pending,4.0,31.3,phone,Demande d'information,No,No,Non-compliant,7.0,No
CNT-71488,12/27/2023,108,263,Resolved,5.0,24.9,Social Media,Changement d'offre,Yes,No,Compliant,5.0,No
CNT-71489,03/25/2023,101,135,resolved,5.0,,Social Media,Panne compteur,No,No,N/A,,No
CNT-71490,09/29/2023,109,262,Pending,5.0,,Phone,Litige paiement,Yes,No,Non-compliant,,No
CNT-71491,07/24/2023,106,278,Pending,1.0,40.76,Email,Relevé compteur,Yes,No,Compliant,,No
CNT-71492,04/29/2023,104,303,Pending,,10.81,Email,Réclamation,Yes,No,Compliant,7.0,No
CNT-71493,05/16/2023,105,337,Unresolved,5.0,15.46,Email,Relevé compteur,Yes,No,Compliant,7.0,Yes
CNT-71494,12/24/2023,101,172,Unresolved,5.0,18.88,Phone,Demande d'information,Yes,No,Compliant,,No
CNT-71495,02/09/2023,101,102,Resolved,4.0,11.65,Email,Souscription contrat,Yes,No,Compliant,,No
CNT-71496,09/07/2023,108,84,Resolved,3.0,41.64,Email,Souscription contrat,No,No,Compliant,,No
CNT-71497,05/26/2023,105,283,resolved,5.0,9.33,Chat,Réclamation,Yes,No,Compliant,,No
CNT-71498,03/01/2023,103,358,resolved,,47.28,Phone,Panne compteur,Yes,No,Non-compliant,9.0,Yes
CNT-71499,12/08/2023,107,351,Unresolved,5.0,17.57,Phone,Résiliation,Yes,No,Non-compliant,2.0,No
CNT-71500,12/17/2023,101,176,Pending,5.0,31.38,Chat,Relevé compteur,Yes,No,Compliant,5.0,Yes
CNT-71501,09/14/2023,103,395,Pending,4.0,35.81,Email,Relevé compteur,Yes,No,Compliant,8.0,No
CNT-71502,08/02/2023,108,408,Unresolved,,12.38,Email,Déménagement,Yes,No,N/A,,No
CNT-71503,09/20/2023,101,347,Resolved,,23.58,Social Media,Facturation,Yes,No,Compliant,5.0,No
CNT-71504,01/28/2023,108,98,Resolved,3.0,16.08,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-71505,10/07/2023,104,215,Unresolved,,14.7,Chat,Facturation,Yes,Yes,Compliant,7.0,No
CNT-71506,07/09/2023,109,248,Unresolved,3.0,11.58,Social Media,Réclamation,Yes,No,Non-compliant,,No
CNT-71507,06/30/2023,107,30,resolved,5.0,47.8,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-71508,05/01/2023,106,337,resolved,3.0,16.09,Email,Litige paiement,No,No,Compliant,,No
CNT-71509,07/31/2023,102,349,Pending,2.0,33.76,Email,Facturation,yes,No,Compliant,,No
CNT-71510,11/04/2023,101,296,Unresolved,5.0,39.65,Phone,Réclamation,Yes,No,Compliant,9.0,No
CNT-71511,06/22/2023,102,262,Pending,1.0,32.61,Email,Résiliation,Yes,No,Compliant,,No
CNT-71512,02/21/2023,105,242,Unresolved,,9.62,phone,Réclamation,Yes,No,Compliant,,No
CNT-71513,02/11/2023,106,278,resolved,4.0,37.3,phone,Relevé compteur,Yes,No,N/A,8.0,No
CNT-71514,07/30/2023,101,173,Resolved,,34.77,Chat,Litige paiement,Yes,No,Compliant,9.0,No
CNT-71515,01/25/2023,105,352,resolved,5.0,46.61,Phone,Déménagement,Yes,No,Compliant,5.0,No
CNT-71516,05/26/2023,102,154,Unresolved,1.0,13.37,phone,Réclamation,Yes,No,Compliant,7.0,No
CNT-71517,12/06/2023,102,191,resolved,2.0,14.35,phone,Panne compteur,Yes,No,Compliant,9.0,No
CNT-71518,09/22/2023,106,76,Unresolved,2.0,37.97,phone,Changement d'offre,Yes,No,Compliant,7.0,No
CNT-71519,01/03/2023,106,190,Unresolved,5.0,44.68,Email,Demande d'information,Yes,No,Compliant,8.0,No
CNT-71520,03/18/2023,102,275,Unresolved,3.0,13.2,phone,Litige paiement,No,No,Compliant,7.0,No
CNT-71521,07/05/2023,103,408,Resolved,3.0,38.1,Chat,Souscription contrat,yes,No,Compliant,,No
CNT-71522,12/12/2023,105,190,Pending,3.0,43.54,Social Media,Litige paiement,Yes,No,Compliant,,Yes
CNT-71523,04/26/2023,108,236,Unresolved,5.0,22.87,Email,Demande d'information,No,No,Compliant,8.0,No
CNT-71524,11/04/2023,103,302,Unresolved,5.0,45.99,Social Media,Panne compteur,Yes,No,N/A,8.0,No
CNT-71525,12/30/2023,104,228,Resolved,5.0,22.9,Social Media,Relevé compteur,Yes,No,N/A,,No
CNT-71526,07/25/2023,106,361,Unresolved,5.0,39.07,phone,Changement d'offre,Yes,No,Compliant,9.0,No
CNT-71527,02/10/2023,107,75,resolved,5.0,11.59,phone,Demande d'information,Yes,No,N/A,,Yes
CNT-71528,12/29/2023,105,314,Pending,4.0,19.75,Chat,Panne compteur,Yes,No,Non-compliant,9.0,No
CNT-71529,09/27/2023,102,271,Unresolved,1.0,46.26,Social Media,Panne compteur,Yes,No,Non-compliant,3.0,No
CNT-71530,03/18/2023,109,179,resolved,4.0,39.24,phone,Demande d'information,Yes,No,Non-compliant,9.0,No
CNT-71531,12/16/2023,107,338,Pending,5.0,41.69,phone,Réclamation,Yes,No,Compliant,10.0,No
CNT-71532,07/26/2023,104,342,Unresolved,2.0,42.3,Email,Panne compteur,Yes,No,Compliant,8.0,No
CNT-71533,03/22/2023,105,162,Resolved,5.0,23.7,Social Media,Déménagement,Yes,Yes,Compliant,,No
CNT-71534,01/13/2023,103,295,Pending,5.0,42.74,Social Media,Relevé compteur,Yes,Yes,Compliant,6.0,No
CNT-71535,05/31/2023,107,265,Unresolved,4.0,26.87,phone,Facturation,Yes,No,Compliant,8.0,No
CNT-71536,10/06/2023,106,82,Unresolved,5.0,15.69,Chat,Litige paiement,Yes,No,Compliant,6.0,No
CNT-71537,10/05/2023,106,289,Resolved,3.0,28.77,phone,Déménagement,Yes,No,Compliant,7.0,No
CNT-71538,07/31/2023,104,421,resolved,4.0,48.06,phone,Résiliation,No,No,Compliant,,Yes
CNT-71539,10/08/2023,101,-9,Pending,,33.76,Social Media,Demande d'information,Yes,Yes,Compliant,9.0,No
CNT-71540,01/28/2023,109,162,Resolved,5.0,49.86,Chat,Relevé compteur,Yes,No,Compliant,,No
CNT-71541,03/17/2023,106,287,Resolved,5.0,40.69,Chat,Facturation,Yes,Yes,Compliant,,No
CNT-71542,08/19/2023,104,237,Resolved,4.0,29.59,Social Media,Réclamation,Yes,No,Compliant,8.0,No
CNT-71543,10/23/2023,101,N/A,Resolved,,30.41,Email,Résiliation,No,No,Compliant,8.0,No
